Groups:
GPIO_[13..4] =, GPIO_[13], GPIO_[12], GPIO_[11], GPIO_[10], GPIO_[9], GPIO_[8], GPIO_[7], GPIO_[6], GPIO_[5], GPIO_[4],  hex

Data:
time unit: ms, GPIO_[13..4], GPIO_[13], GPIO_[12], GPIO_[11], GPIO_[10], GPIO_[9], GPIO_[8], GPIO_[7], GPIO_[6], GPIO_[5], GPIO_[4], 
0, XXX, X, X, X, X, X, X, X, X, X, X, 
180, 08F, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 
181, 093, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 
182, 096, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 
183, 09A, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 
184, 09C, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 
185, 0A1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 
186, 0A3, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 
187, 0A8, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 
188, 0AA, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 
189, 0AF, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 
190, 0B1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 
191, 0B6, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 
192, 0B8, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 
193, 0BD, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 
194, 0C2, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 
195, 0C4, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 
196, 0C9, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 
197, 0CC, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
198, 0D1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
199, 0D3, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 
200, 0D9, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 
201, 0DB, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 
202, 0E0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 
203, 0E3, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 
204, 0E8, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 
205, 0EB, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 
206, 0F0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 
207, 0F5, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 
208, 0F8, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 
209, 0FD, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 
210, 100, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 
211, 106, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 
212, 108, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 
213, 10E, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 
214, 111, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 
215, 116, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 
216, 119, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 
217, 11F, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 
218, 121, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 
219, 127, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 
220, 12A, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 
221, 130, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 
222, 135, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 
223, 138, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 
224, 13E, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 
225, 141, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 
226, 147, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 
227, 14A, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 
228, 14F, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 
229, 152, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 
230, 158, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 
231, 15B, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 
232, 161, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 
233, 164, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 
234, 16A, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 
235, 170, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 
236, 173, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 
237, 179, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 
238, 17C, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 
239, 182, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 
240, 185, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 
241, 18B, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 
242, 18F, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
243, 195, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 
244, 198, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 
245, 19E, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 
246, 1A1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 
247, 1A7, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 
248, 1AD, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 
249, 1B0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 
250, 1B7, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 
251, 1BA, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 
252, 1C0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 
253, 1C3, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 
254, 1C9, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 
255, 1CC, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 
256, 1D3, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 
257, 1D6, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 
258, 1DC, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 
259, 1DF, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 
260, 1E5, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 
261, 1E8, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 
262, 1EF, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 
263, 1F5, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 
264, 1F8, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 
265, 200, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
266, 203, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 
267, 209, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 
268, 20D, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 
269, 213, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 
270, 216, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 
271, 21C, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 
272, 21F, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 
273, 226, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 
