Groups:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPIO_[13..4] =, GPIO_[13], GPIO_[12], GPIO_[11], GPIO_[10], GPIO_[9], GPIO_[8], GPIO_[7], GPIO_[6], GPIO_[5], GPIO_[4],  unsigned decimal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fout1[27..18] =, fout1[27], fout1[26], fout1[25], fout1[24], fout1[23], fout1[22], fout1[21], fout1[20], fout1[19], fout1[18],  unsigned decimal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Group =, fout20, fout21, fout22, fout23, fout24, fout25, fout26, fout27,  unsigned decimal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tri[9..0] =, tri[9], tri[8], tri[7], tri[6], tri[5], tri[4], tri[3], tri[2], tri[1], tri[0],  unsigned decimal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
time unit: ms, GPIO_[13..4], GPIO_[13], GPIO_[12], GPIO_[11], GPIO_[10], GPIO_[9], GPIO_[8], GPIO_[7], GPIO_[6], GPIO_[5], GPIO_[4], fout1[27..18], fout1[27], fout1[26], fout1[25], fout1[24], fout1[23], fout1[22], fout1[21], fout1[20], fout1[19], fout1[18], Group, fout20, fout21, fout22, fout23, fout24, fout25, fout26, fout27, tri[9..0], tri[9], tri[8], tri[7], tri[6], tri[5], tri[4], tri[3], tri[2], tri[1], tri[0], 
0, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
1056,961,1,1,1,1,0,0,0,0,0,1,340,0,1,0,1,0,1,0,1,0,0,53,0,0,1,1,0,1,0,1,860,1,1,0,1,0,1,1,1,0,0, 
1057,960,1,1,1,1,0,0,0,0,0,0,340,0,1,0,1,0,1,0,1,0,0,213,1,1,0,1,0,1,0,1,858,1,1,0,1,0,1,1,0,1,0, 
1058,958,1,1,1,0,1,1,1,1,1,0,341,0,1,0,1,0,1,0,1,0,1,213,1,1,0,1,0,1,0,1,856,1,1,0,1,0,1,1,0,0,0, 
1059,956,1,1,1,0,1,1,1,1,0,0,342,0,1,0,1,0,1,0,1,1,0,85,0,1,0,1,0,1,0,1,854,1,1,0,1,0,1,0,1,1,0, 
1060,955,1,1,1,0,1,1,1,0,1,1,343,0,1,0,1,0,1,0,1,1,1,149,1,0,0,1,0,1,0,1,854,1,1,0,1,0,1,0,1,1,0, 
1061,955,1,1,1,0,1,1,1,0,1,1,344,0,1,0,1,0,1,1,0,0,0,21,0,0,0,1,0,1,0,1,852,1,1,0,1,0,1,0,1,0,0, 
1062,953,1,1,1,0,1,1,1,0,0,1,344,0,1,0,1,0,1,1,0,0,0,229,1,1,1,0,0,1,0,1,850,1,1,0,1,0,1,0,0,1,0, 
1063,952,1,1,1,0,1,1,1,0,0,0,345,0,1,0,1,0,1,1,0,0,1,229,1,1,1,0,0,1,0,1,848,1,1,0,1,0,1,0,0,0,0, 
1064,950,1,1,1,0,1,1,0,1,1,0,346,0,1,0,1,0,1,1,0,1,0,101,0,1,1,0,0,1,0,1,846,1,1,0,1,0,0,1,1,1,0, 
1065,949,1,1,1,0,1,1,0,1,0,1,347,0,1,0,1,0,1,1,0,1,1,165,1,0,1,0,0,1,0,1,846,1,1,0,1,0,0,1,1,1,0, 
1066,949,1,1,1,0,1,1,0,1,0,1,348,0,1,0,1,0,1,1,1,0,0,37,0,0,1,0,0,1,0,1,844,1,1,0,1,0,0,1,1,0,0, 
1067,947,1,1,1,0,1,1,0,0,1,1,349,0,1,0,1,0,1,1,1,0,1,197,1,1,0,0,0,1,0,1,842,1,1,0,1,0,0,1,0,1,0, 
1068,945,1,1,1,0,1,1,0,0,0,1,349,0,1,0,1,0,1,1,1,0,1,69,0,1,0,0,0,1,0,1,840,1,1,0,1,0,0,1,0,0,0, 
1069,944,1,1,1,0,1,1,0,0,0,0,350,0,1,0,1,0,1,1,1,1,0,69,0,1,0,0,0,1,0,1,838,1,1,0,1,0,0,0,1,1,0, 
1070,942,1,1,1,0,1,0,1,1,1,0,351,0,1,0,1,0,1,1,1,1,1,133,1,0,0,0,0,1,0,1,836,1,1,0,1,0,0,0,1,0,0, 
1071,940,1,1,1,0,1,0,1,1,0,0,352,0,1,0,1,1,0,0,0,0,0,5,0,0,0,0,0,1,0,1,836,1,1,0,1,0,0,0,1,0,0, 
1072,940,1,1,1,0,1,0,1,1,0,0,353,0,1,0,1,1,0,0,0,0,1,249,1,1,1,1,1,0,0,1,834,1,1,0,1,0,0,0,0,1,0, 
1073,938,1,1,1,0,1,0,1,0,1,0,353,0,1,0,1,1,0,0,0,0,1,121,0,1,1,1,1,0,0,1,832,1,1,0,1,0,0,0,0,0,0, 
1074,937,1,1,1,0,1,0,1,0,0,1,354,0,1,0,1,1,0,0,0,1,0,121,0,1,1,1,1,0,0,1,830,1,1,0,0,1,1,1,1,1,0, 
1075,935,1,1,1,0,1,0,0,1,1,1,355,0,1,0,1,1,0,0,0,1,1,185,1,0,1,1,1,0,0,1,828,1,1,0,0,1,1,1,1,0,0, 
1076,933,1,1,1,0,1,0,0,1,0,1,356,0,1,0,1,1,0,0,1,0,0,57,0,0,1,1,1,0,0,1,828,1,1,0,0,1,1,1,1,0,0, 
1077,933,1,1,1,0,1,0,0,1,0,1,357,0,1,0,1,1,0,0,1,0,1,217,1,1,0,1,1,0,0,1,826,1,1,0,0,1,1,1,0,1,0, 
1078,931,1,1,1,0,1,0,0,0,1,1,358,0,1,0,1,1,0,0,1,1,0,89,0,1,0,1,1,0,0,1,824,1,1,0,0,1,1,1,0,0,0, 
1079,930,1,1,1,0,1,0,0,0,1,0,358,0,1,0,1,1,0,0,1,1,0,153,1,0,0,1,1,0,0,1,822,1,1,0,0,1,1,0,1,1,0, 
1080,928,1,1,1,0,1,0,0,0,0,0,359,0,1,0,1,1,0,0,1,1,1,153,1,0,0,1,1,0,0,1,820,1,1,0,0,1,1,0,1,0,0, 
1081,926,1,1,1,0,0,1,1,1,1,0,360,0,1,0,1,1,0,1,0,0,0,25,0,0,0,1,1,0,0,1,818,1,1,0,0,1,1,0,0,1,0, 
1082,924,1,1,1,0,0,1,1,1,0,0,361,0,1,0,1,1,0,1,0,0,1,233,1,1,1,0,1,0,0,1,818,1,1,0,0,1,1,0,0,1,0, 
1083,924,1,1,1,0,0,1,1,1,0,0,362,0,1,0,1,1,0,1,0,1,0,105,0,1,1,0,1,0,0,1,816,1,1,0,0,1,1,0,0,0,0, 
1084,922,1,1,1,0,0,1,1,0,1,0,362,0,1,0,1,1,0,1,0,1,0,169,1,0,1,0,1,0,0,1,814,1,1,0,0,1,0,1,1,1,0, 
1085,920,1,1,1,0,0,1,1,0,0,0,363,0,1,0,1,1,0,1,0,1,1,169,1,0,1,0,1,0,0,1,812,1,1,0,0,1,0,1,1,0,0, 
1086,919,1,1,1,0,0,1,0,1,1,1,364,0,1,0,1,1,0,1,1,0,0,41,0,0,1,0,1,0,0,1,810,1,1,0,0,1,0,1,0,1,0, 
1087,917,1,1,1,0,0,1,0,1,0,1,365,0,1,0,1,1,0,1,1,0,1,201,1,1,0,0,1,0,0,1,810,1,1,0,0,1,0,1,0,1,0, 
1088,917,1,1,1,0,0,1,0,1,0,1,366,0,1,0,1,1,0,1,1,1,0,73,0,1,0,0,1,0,0,1,808,1,1,0,0,1,0,1,0,0,0, 
1089,915,1,1,1,0,0,1,0,0,1,1,367,0,1,0,1,1,0,1,1,1,1,137,1,0,0,0,1,0,0,1,806,1,1,0,0,1,0,0,1,1,0, 
1090,913,1,1,1,0,0,1,0,0,0,1,367,0,1,0,1,1,0,1,1,1,1,9,0,0,0,0,1,0,0,1,804,1,1,0,0,1,0,0,1,0,0, 
1091,911,1,1,1,0,0,0,1,1,1,1,368,0,1,0,1,1,1,0,0,0,0,9,0,0,0,0,1,0,0,1,802,1,1,0,0,1,0,0,0,1,0, 
1092,909,1,1,1,0,0,0,1,1,0,1,369,0,1,0,1,1,1,0,0,0,1,241,1,1,1,1,0,0,0,1,800,1,1,0,0,1,0,0,0,0,0, 
1093,907,1,1,1,0,0,0,1,0,1,1,370,0,1,0,1,1,1,0,0,1,0,113,0,1,1,1,0,0,0,1,800,1,1,0,0,1,0,0,0,0,0, 
1094,907,1,1,1,0,0,0,1,0,1,1,371,0,1,0,1,1,1,0,0,1,1,177,1,0,1,1,0,0,0,1,798,1,1,0,0,0,1,1,1,1,0, 
1095,905,1,1,1,0,0,0,1,0,0,1,371,0,1,0,1,1,1,0,0,1,1,49,0,0,1,1,0,0,0,1,796,1,1,0,0,0,1,1,1,0,0, 
1096,903,1,1,1,0,0,0,0,1,1,1,372,0,1,0,1,1,1,0,1,0,0,49,0,0,1,1,0,0,0,1,794,1,1,0,0,0,1,1,0,1,0, 
1097,901,1,1,1,0,0,0,0,1,0,1,373,0,1,0,1,1,1,0,1,0,1,209,1,1,0,1,0,0,0,1,792,1,1,0,0,0,1,1,0,0,0, 
1098,899,1,1,1,0,0,0,0,0,1,1,374,0,1,0,1,1,1,0,1,1,0,81,0,1,0,1,0,0,0,1,792,1,1,0,0,0,1,1,0,0,0, 
1099,899,1,1,1,0,0,0,0,0,1,1,375,0,1,0,1,1,1,0,1,1,1,145,1,0,0,1,0,0,0,1,790,1,1,0,0,0,1,0,1,1,0, 
1100,897,1,1,1,0,0,0,0,0,0,1,376,0,1,0,1,1,1,1,0,0,0,17,0,0,0,1,0,0,0,1,788,1,1,0,0,0,1,0,1,0,0, 
1101,895,1,1,0,1,1,1,1,1,1,1,376,0,1,0,1,1,1,1,0,0,0,225,1,1,1,0,0,0,0,1,786,1,1,0,0,0,1,0,0,1,0, 
1102,893,1,1,0,1,1,1,1,1,0,1,377,0,1,0,1,1,1,1,0,0,1,225,1,1,1,0,0,0,0,1,784,1,1,0,0,0,1,0,0,0,0, 
1103,890,1,1,0,1,1,1,1,0,1,0,378,0,1,0,1,1,1,1,0,1,0,97,0,1,1,0,0,0,0,1,782,1,1,0,0,0,0,1,1,1,0, 
1104,888,1,1,0,1,1,1,1,0,0,0,379,0,1,0,1,1,1,1,0,1,1,161,1,0,1,0,0,0,0,1,782,1,1,0,0,0,0,1,1,1,0, 
1105,888,1,1,0,1,1,1,1,0,0,0,380,0,1,0,1,1,1,1,1,0,0,33,0,0,1,0,0,0,0,1,780,1,1,0,0,0,0,1,1,0,0, 
1106,886,1,1,0,1,1,1,0,1,1,0,380,0,1,0,1,1,1,1,1,0,0,193,1,1,0,0,0,0,0,1,778,1,1,0,0,0,0,1,0,1,0, 
1107,884,1,1,0,1,1,1,0,1,0,0,381,0,1,0,1,1,1,1,1,0,1,193,1,1,0,0,0,0,0,1,776,1,1,0,0,0,0,1,0,0,0, 
1108,882,1,1,0,1,1,1,0,0,1,0,382,0,1,0,1,1,1,1,1,1,0,65,0,1,0,0,0,0,0,1,774,1,1,0,0,0,0,0,1,1,0, 
1109,880,1,1,0,1,1,1,0,0,0,0,383,0,1,0,1,1,1,1,1,1,1,129,1,0,0,0,0,0,0,1,774,1,1,0,0,0,0,0,1,1,0, 
1110,880,1,1,0,1,1,1,0,0,0,0,384,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,772,1,1,0,0,0,0,0,1,0,0, 
1111,878,1,1,0,1,1,0,1,1,1,0,385,0,1,1,0,0,0,0,0,0,1,254,1,1,1,1,1,1,1,0,770,1,1,0,0,0,0,0,0,1,0, 
1112,875,1,1,0,1,1,0,1,0,1,1,385,0,1,1,0,0,0,0,0,0,1,126,0,1,1,1,1,1,1,0,768,1,1,0,0,0,0,0,0,0,0, 
1113,873,1,1,0,1,1,0,1,0,0,1,386,0,1,1,0,0,0,0,0,1,0,126,0,1,1,1,1,1,1,0,766,1,0,1,1,1,1,1,1,1,0, 
1114,871,1,1,0,1,1,0,0,1,1,1,387,0,1,1,0,0,0,0,0,1,1,190,1,0,1,1,1,1,1,0,764,1,0,1,1,1,1,1,1,0,0, 
1115,869,1,1,0,1,1,0,0,1,0,1,388,0,1,1,0,0,0,0,1,0,0,62,0,0,1,1,1,1,1,0,764,1,0,1,1,1,1,1,1,0,0, 
1116,869,1,1,0,1,1,0,0,1,0,1,389,0,1,1,0,0,0,0,1,0,1,222,1,1,0,1,1,1,1,0,762,1,0,1,1,1,1,1,0,1,0, 
1117,866,1,1,0,1,1,0,0,0,1,0,389,0,1,1,0,0,0,0,1,0,1,94,0,1,0,1,1,1,1,0,760,1,0,1,1,1,1,1,0,0,0, 
1118,864,1,1,0,1,1,0,0,0,0,0,390,0,1,1,0,0,0,0,1,1,0,94,0,1,0,1,1,1,1,0,758,1,0,1,1,1,1,0,1,1,0, 
1119,862,1,1,0,1,0,1,1,1,1,0,391,0,1,1,0,0,0,0,1,1,1,158,1,0,0,1,1,1,1,0,756,1,0,1,1,1,1,0,1,0,0, 
1120,860,1,1,0,1,0,1,1,1,0,0,392,0,1,1,0,0,0,1,0,0,0,30,0,0,0,1,1,1,1,0,756,1,0,1,1,1,1,0,1,0,0, 
1121,860,1,1,0,1,0,1,1,1,0,0,393,0,1,1,0,0,0,1,0,0,1,238,1,1,1,0,1,1,1,0,754,1,0,1,1,1,1,0,0,1,0, 
1122,857,1,1,0,1,0,1,1,0,0,1,394,0,1,1,0,0,0,1,0,1,0,110,0,1,1,0,1,1,1,0,752,1,0,1,1,1,1,0,0,0,0, 
1123,855,1,1,0,1,0,1,0,1,1,1,394,0,1,1,0,0,0,1,0,1,0,174,1,0,1,0,1,1,1,0,750,1,0,1,1,1,0,1,1,1,0, 
1124,853,1,1,0,1,0,1,0,1,0,1,395,0,1,1,0,0,0,1,0,1,1,174,1,0,1,0,1,1,1,0,748,1,0,1,1,1,0,1,1,0,0, 
1125,850,1,1,0,1,0,1,0,0,1,0,396,0,1,1,0,0,0,1,1,0,0,46,0,0,1,0,1,1,1,0,746,1,0,1,1,1,0,1,0,1,0, 
1126,848,1,1,0,1,0,1,0,0,0,0,397,0,1,1,0,0,0,1,1,0,1,206,1,1,0,0,1,1,1,0,746,1,0,1,1,1,0,1,0,1,0, 
1127,848,1,1,0,1,0,1,0,0,0,0,398,0,1,1,0,0,0,1,1,1,0,78,0,1,0,0,1,1,1,0,744,1,0,1,1,1,0,1,0,0,0, 
1128,846,1,1,0,1,0,0,1,1,1,0,398,0,1,1,0,0,0,1,1,1,0,142,1,0,0,0,1,1,1,0,742,1,0,1,1,1,0,0,1,1,0, 
1129,843,1,1,0,1,0,0,1,0,1,1,399,0,1,1,0,0,0,1,1,1,1,142,1,0,0,0,1,1,1,0,740,1,0,1,1,1,0,0,1,0,0, 
1130,841,1,1,0,1,0,0,1,0,0,1,400,0,1,1,0,0,1,0,0,0,0,14,0,0,0,0,1,1,1,0,738,1,0,1,1,1,0,0,0,1,0, 
1131,838,1,1,0,1,0,0,0,1,1,0,401,0,1,1,0,0,1,0,0,0,1,246,1,1,1,1,0,1,1,0,738,1,0,1,1,1,0,0,0,1,0, 
1132,838,1,1,0,1,0,0,0,1,1,0,402,0,1,1,0,0,1,0,0,1,0,118,0,1,1,1,0,1,1,0,736,1,0,1,1,1,0,0,0,0,0, 
1133,836,1,1,0,1,0,0,0,1,0,0,403,0,1,1,0,0,1,0,0,1,1,182,1,0,1,1,0,1,1,0,734,1,0,1,1,0,1,1,1,1,0, 
1134,834,1,1,0,1,0,0,0,0,1,0,403,0,1,1,0,0,1,0,0,1,1,54,0,0,1,1,0,1,1,0,732,1,0,1,1,0,1,1,1,0,0, 
1135,831,1,1,0,0,1,1,1,1,1,1,404,0,1,1,0,0,1,0,1,0,0,54,0,0,1,1,0,1,1,0,730,1,0,1,1,0,1,1,0,1,0, 
1136,829,1,1,0,0,1,1,1,1,0,1,405,0,1,1,0,0,1,0,1,0,1,214,1,1,0,1,0,1,1,0,728,1,0,1,1,0,1,1,0,0,0, 
1137,826,1,1,0,0,1,1,1,0,1,0,406,0,1,1,0,0,1,0,1,1,0,86,0,1,0,1,0,1,1,0,728,1,0,1,1,0,1,1,0,0,0, 
1138,826,1,1,0,0,1,1,1,0,1,0,407,0,1,1,0,0,1,0,1,1,1,150,1,0,0,1,0,1,1,0,726,1,0,1,1,0,1,0,1,1,0, 
1139,824,1,1,0,0,1,1,1,0,0,0,408,0,1,1,0,0,1,1,0,0,0,22,0,0,0,1,0,1,1,0,724,1,0,1,1,0,1,0,1,0,0, 
1140,821,1,1,0,0,1,1,0,1,0,1,408,0,1,1,0,0,1,1,0,0,0,230,1,1,1,0,0,1,1,0,722,1,0,1,1,0,1,0,0,1,0, 
1141,819,1,1,0,0,1,1,0,0,1,1,409,0,1,1,0,0,1,1,0,0,1,230,1,1,1,0,0,1,1,0,720,1,0,1,1,0,1,0,0,0,0, 
1142,816,1,1,0,0,1,1,0,0,0,0,410,0,1,1,0,0,1,1,0,1,0,102,0,1,1,0,0,1,1,0,718,1,0,1,1,0,0,1,1,1,0, 
1143,814,1,1,0,0,1,0,1,1,1,0,411,0,1,1,0,0,1,1,0,1,1,166,1,0,1,0,0,1,1,0,718,1,0,1,1,0,0,1,1,1,0, 
1144,814,1,1,0,0,1,0,1,1,1,0,412,0,1,1,0,0,1,1,1,0,0,38,0,0,1,0,0,1,1,0,716,1,0,1,1,0,0,1,1,0,0, 
1145,811,1,1,0,0,1,0,1,0,1,1,412,0,1,1,0,0,1,1,1,0,0,198,1,1,0,0,0,1,1,0,714,1,0,1,1,0,0,1,0,1,0, 
1146,809,1,1,0,0,1,0,1,0,0,1,413,0,1,1,0,0,1,1,1,0,1,198,1,1,0,0,0,1,1,0,712,1,0,1,1,0,0,1,0,0,0, 
1147,806,1,1,0,0,1,0,0,1,1,0,414,0,1,1,0,0,1,1,1,1,0,70,0,1,0,0,0,1,1,0,710,1,0,1,1,0,0,0,1,1,0, 
1148,804,1,1,0,0,1,0,0,1,0,0,415,0,1,1,0,0,1,1,1,1,1,134,1,0,0,0,0,1,1,0,710,1,0,1,1,0,0,0,1,1,0, 
1149,804,1,1,0,0,1,0,0,1,0,0,416,0,1,1,0,1,0,0,0,0,0,6,0,0,0,0,0,1,1,0,708,1,0,1,1,0,0,0,1,0,0, 
1150,801,1,1,0,0,1,0,0,0,0,1,417,0,1,1,0,1,0,0,0,0,1,250,1,1,1,1,1,0,1,0,706,1,0,1,1,0,0,0,0,1,0, 
1151,798,1,1,0,0,0,1,1,1,1,0,417,0,1,1,0,1,0,0,0,0,1,122,0,1,1,1,1,0,1,0,704,1,0,1,1,0,0,0,0,0,0, 
1152,796,1,1,0,0,0,1,1,1,0,0,418,0,1,1,0,1,0,0,0,1,0,122,0,1,1,1,1,0,1,0,702,1,0,1,0,1,1,1,1,1,0, 
1153,793,1,1,0,0,0,1,1,0,0,1,419,0,1,1,0,1,0,0,0,1,1,186,1,0,1,1,1,0,1,0,700,1,0,1,0,1,1,1,1,0,0, 
1154,791,1,1,0,0,0,1,0,1,1,1,420,0,1,1,0,1,0,0,1,0,0,58,0,0,1,1,1,0,1,0,700,1,0,1,0,1,1,1,1,0,0, 
1155,791,1,1,0,0,0,1,0,1,1,1,421,0,1,1,0,1,0,0,1,0,1,218,1,1,0,1,1,0,1,0,698,1,0,1,0,1,1,1,0,1,0, 
1156,788,1,1,0,0,0,1,0,1,0,0,421,0,1,1,0,1,0,0,1,0,1,90,0,1,0,1,1,0,1,0,696,1,0,1,0,1,1,1,0,0,0, 
1157,785,1,1,0,0,0,1,0,0,0,1,422,0,1,1,0,1,0,0,1,1,0,90,0,1,0,1,1,0,1,0,694,1,0,1,0,1,1,0,1,1,0, 
1158,783,1,1,0,0,0,0,1,1,1,1,423,0,1,1,0,1,0,0,1,1,1,154,1,0,0,1,1,0,1,0,692,1,0,1,0,1,1,0,1,0,0, 
1159,780,1,1,0,0,0,0,1,1,0,0,424,0,1,1,0,1,0,1,0,0,0,26,0,0,0,1,1,0,1,0,692,1,0,1,0,1,1,0,1,0,0, 
1160,780,1,1,0,0,0,0,1,1,0,0,425,0,1,1,0,1,0,1,0,0,1,234,1,1,1,0,1,0,1,0,690,1,0,1,0,1,1,0,0,1,0, 
1161,777,1,1,0,0,0,0,1,0,0,1,426,0,1,1,0,1,0,1,0,1,0,106,0,1,1,0,1,0,1,0,688,1,0,1,0,1,1,0,0,0,0, 
1162,775,1,1,0,0,0,0,0,1,1,1,426,0,1,1,0,1,0,1,0,1,0,170,1,0,1,0,1,0,1,0,686,1,0,1,0,1,0,1,1,1,0, 
1163,772,1,1,0,0,0,0,0,1,0,0,427,0,1,1,0,1,0,1,0,1,1,170,1,0,1,0,1,0,1,0,684,1,0,1,0,1,0,1,1,0,0, 
1164,769,1,1,0,0,0,0,0,0,0,1,428,0,1,1,0,1,0,1,1,0,0,42,0,0,1,0,1,0,1,0,682,1,0,1,0,1,0,1,0,1,0, 
1165,766,1,0,1,1,1,1,1,1,1,0,429,0,1,1,0,1,0,1,1,0,1,202,1,1,0,0,1,0,1,0,682,1,0,1,0,1,0,1,0,1,0, 
1166,766,1,0,1,1,1,1,1,1,1,0,430,0,1,1,0,1,0,1,1,1,0,74,0,1,0,0,1,0,1,0,680,1,0,1,0,1,0,1,0,0,0, 
1167,764,1,0,1,1,1,1,1,1,0,0,430,0,1,1,0,1,0,1,1,1,0,138,1,0,0,0,1,0,1,0,678,1,0,1,0,1,0,0,1,1,0, 
1168,761,1,0,1,1,1,1,1,0,0,1,431,0,1,1,0,1,0,1,1,1,1,138,1,0,0,0,1,0,1,0,676,1,0,1,0,1,0,0,1,0,0, 
1169,758,1,0,1,1,1,1,0,1,1,0,432,0,1,1,0,1,1,0,0,0,0,10,0,0,0,0,1,0,1,0,674,1,0,1,0,1,0,0,0,1,0, 
1170,756,1,0,1,1,1,1,0,1,0,0,433,0,1,1,0,1,1,0,0,0,1,242,1,1,1,1,0,0,1,0,674,1,0,1,0,1,0,0,0,1,0, 
1171,756,1,0,1,1,1,1,0,1,0,0,434,0,1,1,0,1,1,0,0,1,0,114,0,1,1,1,0,0,1,0,672,1,0,1,0,1,0,0,0,0,0, 
1172,753,1,0,1,1,1,1,0,0,0,1,435,0,1,1,0,1,1,0,0,1,1,178,1,0,1,1,0,0,1,0,670,1,0,1,0,0,1,1,1,1,0, 
1173,750,1,0,1,1,1,0,1,1,1,0,435,0,1,1,0,1,1,0,0,1,1,50,0,0,1,1,0,0,1,0,668,1,0,1,0,0,1,1,1,0,0, 
1174,747,1,0,1,1,1,0,1,0,1,1,436,0,1,1,0,1,1,0,1,0,0,50,0,0,1,1,0,0,1,0,666,1,0,1,0,0,1,1,0,1,0, 
1175,744,1,0,1,1,1,0,1,0,0,0,437,0,1,1,0,1,1,0,1,0,1,210,1,1,0,1,0,0,1,0,664,1,0,1,0,0,1,1,0,0,0, 
1176,742,1,0,1,1,1,0,0,1,1,0,438,0,1,1,0,1,1,0,1,1,0,82,0,1,0,1,0,0,1,0,664,1,0,1,0,0,1,1,0,0,0, 
1177,742,1,0,1,1,1,0,0,1,1,0,439,0,1,1,0,1,1,0,1,1,1,146,1,0,0,1,0,0,1,0,662,1,0,1,0,0,1,0,1,1,0, 
1178,739,1,0,1,1,1,0,0,0,1,1,439,0,1,1,0,1,1,0,1,1,1,18,0,0,0,1,0,0,1,0,660,1,0,1,0,0,1,0,1,0,0, 
1179,736,1,0,1,1,1,0,0,0,0,0,440,0,1,1,0,1,1,1,0,0,0,18,0,0,0,1,0,0,1,0,658,1,0,1,0,0,1,0,0,1,0, 
1180,733,1,0,1,1,0,1,1,1,0,1,441,0,1,1,0,1,1,1,0,0,1,226,1,1,1,0,0,0,1,0,656,1,0,1,0,0,1,0,0,0,0, 
1181,730,1,0,1,1,0,1,1,0,1,0,442,0,1,1,0,1,1,1,0,1,0,98,0,1,1,0,0,0,1,0,656,1,0,1,0,0,1,0,0,0,0, 
1182,730,1,0,1,1,0,1,1,0,1,0,443,0,1,1,0,1,1,1,0,1,1,162,1,0,1,0,0,0,1,0,654,1,0,1,0,0,0,1,1,1,0, 
1183,728,1,0,1,1,0,1,1,0,0,0,444,0,1,1,0,1,1,1,1,0,0,34,0,0,1,0,0,0,1,0,652,1,0,1,0,0,0,1,1,0,0, 
1184,725,1,0,1,1,0,1,0,1,0,1,444,0,1,1,0,1,1,1,1,0,0,194,1,1,0,0,0,0,1,0,650,1,0,1,0,0,0,1,0,1,0, 
1185,722,1,0,1,1,0,1,0,0,1,0,445,0,1,1,0,1,1,1,1,0,1,194,1,1,0,0,0,0,1,0,648,1,0,1,0,0,0,1,0,0,0, 
1186,719,1,0,1,1,0,0,1,1,1,1,446,0,1,1,0,1,1,1,1,1,0,66,0,1,0,0,0,0,1,0,646,1,0,1,0,0,0,0,1,1,0, 
1187,716,1,0,1,1,0,0,1,1,0,0,447,0,1,1,0,1,1,1,1,1,1,130,1,0,0,0,0,0,1,0,646,1,0,1,0,0,0,0,1,1,0, 
1188,716,1,0,1,1,0,0,1,1,0,0,448,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,644,1,0,1,0,0,0,0,1,0,0, 
1189,713,1,0,1,1,0,0,1,0,0,1,448,0,1,1,1,0,0,0,0,0,0,252,1,1,1,1,1,1,0,0,642,1,0,1,0,0,0,0,0,1,0, 
1190,710,1,0,1,1,0,0,0,1,1,0,449,0,1,1,1,0,0,0,0,0,1,252,1,1,1,1,1,1,0,0,640,1,0,1,0,0,0,0,0,0,0, 
1191,707,1,0,1,1,0,0,0,0,1,1,450,0,1,1,1,0,0,0,0,1,0,124,0,1,1,1,1,1,0,0,638,1,0,0,1,1,1,1,1,1,0, 
1192,705,1,0,1,1,0,0,0,0,0,1,451,0,1,1,1,0,0,0,0,1,1,188,1,0,1,1,1,1,0,0,638,1,0,0,1,1,1,1,1,1,0, 
1193,705,1,0,1,1,0,0,0,0,0,1,452,0,1,1,1,0,0,0,1,0,0,60,0,0,1,1,1,1,0,0,636,1,0,0,1,1,1,1,1,0,0, 
1194,702,1,0,1,0,1,1,1,1,1,0,453,0,1,1,1,0,0,0,1,0,1,220,1,1,0,1,1,1,0,0,634,1,0,0,1,1,1,1,0,1,0, 
1195,699,1,0,1,0,1,1,1,0,1,1,453,0,1,1,1,0,0,0,1,0,1,92,0,1,0,1,1,1,0,0,632,1,0,0,1,1,1,1,0,0,0, 
1196,696,1,0,1,0,1,1,1,0,0,0,454,0,1,1,1,0,0,0,1,1,0,92,0,1,0,1,1,1,0,0,630,1,0,0,1,1,1,0,1,1,0, 
1197,693,1,0,1,0,1,1,0,1,0,1,455,0,1,1,1,0,0,0,1,1,1,156,1,0,0,1,1,1,0,0,628,1,0,0,1,1,1,0,1,0,0, 
1198,690,1,0,1,0,1,1,0,0,1,0,456,0,1,1,1,0,0,1,0,0,0,28,0,0,0,1,1,1,0,0,628,1,0,0,1,1,1,0,1,0,0, 
1199,690,1,0,1,0,1,1,0,0,1,0,457,0,1,1,1,0,0,1,0,0,1,236,1,1,1,0,1,1,0,0,626,1,0,0,1,1,1,0,0,1,0, 
1200,687,1,0,1,0,1,0,1,1,1,1,457,0,1,1,1,0,0,1,0,0,1,108,0,1,1,0,1,1,0,0,624,1,0,0,1,1,1,0,0,0,0, 
1201,684,1,0,1,0,1,0,1,1,0,0,458,0,1,1,1,0,0,1,0,1,0,108,0,1,1,0,1,1,0,0,622,1,0,0,1,1,0,1,1,1,0, 
1202,681,1,0,1,0,1,0,1,0,0,1,459,0,1,1,1,0,0,1,0,1,1,172,1,0,1,0,1,1,0,0,620,1,0,0,1,1,0,1,1,0,0, 
