Groups:
GPIO_[13..4] =, GPIO_[13], GPIO_[12], GPIO_[11], GPIO_[10], GPIO_[9], GPIO_[8], GPIO_[7], GPIO_[6], GPIO_[5], GPIO_[4],  unsigned decimal

Data:
time unit: s, GPIO_[13..4], GPIO_[13], GPIO_[12], GPIO_[11], GPIO_[10], GPIO_[9], GPIO_[8], GPIO_[7], GPIO_[6], GPIO_[5], GPIO_[4], 
0, X, X, X, X, X, X, X, X, X, X, X, 
113, 684, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 
114, 684, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 
115, 684, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 
116, 684, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 
117, 685, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 
118, 685, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 
119, 685, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 
120, 685, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 
121, 685, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 
122, 686, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 
123, 686, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 
124, 686, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 
125, 686, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 
126, 686, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 
127, 687, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 
128, 687, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 
129, 687, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 
130, 687, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 
131, 687, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 
132, 688, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 
133, 688, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 
134, 688, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 
135, 688, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 
136, 688, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 
137, 689, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 
138, 689, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 
139, 689, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 
140, 689, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 
141, 689, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 
142, 690, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 
143, 690, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 
