Groups:,,,,,,,,,,,,
GPIO_[13..4] =, GPIO_[13], GPIO_[12], GPIO_[11], GPIO_[10], GPIO_[9], GPIO_[8], GPIO_[7], GPIO_[6], GPIO_[5], GPIO_[4],  unsigned decimal,
,,,,,,,,,,,,
Data:,,,,,,,,,,,,
time unit: s, GPIO_[13..4], GPIO_[13], GPIO_[12], GPIO_[11], GPIO_[10], GPIO_[9], GPIO_[8], GPIO_[7], GPIO_[6], GPIO_[5], GPIO_[4], 
0, X, X, X, X, X, X, X, X, X, X, X, 
1,926,1,1,1,0,0,1,1,1,1,0, 
2,926,1,1,1,0,0,1,1,1,1,0, 
3,926,1,1,1,0,0,1,1,1,1,0, 
4,926,1,1,1,0,0,1,1,1,1,0, 
5,926,1,1,1,0,0,1,1,1,1,0, 
6,928,1,1,1,0,1,0,0,0,0,0, 
7,928,1,1,1,0,1,0,0,0,0,0, 
8,928,1,1,1,0,1,0,0,0,0,0, 
9,928,1,1,1,0,1,0,0,0,0,0, 
10,928,1,1,1,0,1,0,0,0,0,0, 
11,930,1,1,1,0,1,0,0,0,1,0, 
12,930,1,1,1,0,1,0,0,0,1,0, 
13,930,1,1,1,0,1,0,0,0,1,0, 
14,930,1,1,1,0,1,0,0,0,1,0, 
15,930,1,1,1,0,1,0,0,0,1,0, 
16,931,1,1,1,0,1,0,0,0,1,1, 
17,931,1,1,1,0,1,0,0,0,1,1, 
18,931,1,1,1,0,1,0,0,0,1,1, 
19,931,1,1,1,0,1,0,0,0,1,1, 
20,931,1,1,1,0,1,0,0,0,1,1, 
21,933,1,1,1,0,1,0,0,1,0,1, 
22,933,1,1,1,0,1,0,0,1,0,1, 
23,933,1,1,1,0,1,0,0,1,0,1, 
24,933,1,1,1,0,1,0,0,1,0,1, 
25,933,1,1,1,0,1,0,0,1,0,1, 
26,935,1,1,1,0,1,0,0,1,1,1, 
27,935,1,1,1,0,1,0,0,1,1,1, 
28,935,1,1,1,0,1,0,0,1,1,1, 
29,935,1,1,1,0,1,0,0,1,1,1, 
30,937,1,1,1,0,1,0,1,0,0,1, 
31,937,1,1,1,0,1,0,1,0,0,1, 
32,937,1,1,1,0,1,0,1,0,0,1, 
33,937,1,1,1,0,1,0,1,0,0,1, 
34,937,1,1,1,0,1,0,1,0,0,1, 
35,938,1,1,1,0,1,0,1,0,1,0, 
36,938,1,1,1,0,1,0,1,0,1,0, 
37,938,1,1,1,0,1,0,1,0,1,0, 
38,938,1,1,1,0,1,0,1,0,1,0, 
39,938,1,1,1,0,1,0,1,0,1,0, 
40,940,1,1,1,0,1,0,1,1,0,0, 
41,940,1,1,1,0,1,0,1,1,0,0, 
42,940,1,1,1,0,1,0,1,1,0,0, 
43,940,1,1,1,0,1,0,1,1,0,0, 
44,940,1,1,1,0,1,0,1,1,0,0, 
45,942,1,1,1,0,1,0,1,1,1,0, 
46,942,1,1,1,0,1,0,1,1,1,0, 
47,942,1,1,1,0,1,0,1,1,1,0, 
48,942,1,1,1,0,1,0,1,1,1,0, 
49,942,1,1,1,0,1,0,1,1,1,0, 
50,944,1,1,1,0,1,1,0,0,0,0, 
51,944,1,1,1,0,1,1,0,0,0,0, 
52,944,1,1,1,0,1,1,0,0,0,0, 
53,944,1,1,1,0,1,1,0,0,0,0, 
54,944,1,1,1,0,1,1,0,0,0,0, 
55,945,1,1,1,0,1,1,0,0,0,1, 
56,945,1,1,1,0,1,1,0,0,0,1, 
57,945,1,1,1,0,1,1,0,0,0,1, 
58,945,1,1,1,0,1,1,0,0,0,1, 
59,945,1,1,1,0,1,1,0,0,0,1, 
60,947,1,1,1,0,1,1,0,0,1,1, 
61,947,1,1,1,0,1,1,0,0,1,1, 
62,947,1,1,1,0,1,1,0,0,1,1, 
63,947,1,1,1,0,1,1,0,0,1,1, 
64,947,1,1,1,0,1,1,0,0,1,1, 
65,949,1,1,1,0,1,1,0,1,0,1, 
66,949,1,1,1,0,1,1,0,1,0,1, 
67,949,1,1,1,0,1,1,0,1,0,1, 
68,949,1,1,1,0,1,1,0,1,0,1, 
69,949,1,1,1,0,1,1,0,1,0,1, 
70,950,1,1,1,0,1,1,0,1,1,0, 
71,950,1,1,1,0,1,1,0,1,1,0, 
72,950,1,1,1,0,1,1,0,1,1,0, 
73,950,1,1,1,0,1,1,0,1,1,0, 
74,952,1,1,1,0,1,1,1,0,0,0, 
75,952,1,1,1,0,1,1,1,0,0,0, 
76,952,1,1,1,0,1,1,1,0,0,0, 
77,952,1,1,1,0,1,1,1,0,0,0, 
78,952,1,1,1,0,1,1,1,0,0,0, 
79,953,1,1,1,0,1,1,1,0,0,1, 
80,953,1,1,1,0,1,1,1,0,0,1, 
81,953,1,1,1,0,1,1,1,0,0,1, 
82,953,1,1,1,0,1,1,1,0,0,1, 
83,953,1,1,1,0,1,1,1,0,0,1, 
84,955,1,1,1,0,1,1,1,0,1,1, 
85,955,1,1,1,0,1,1,1,0,1,1, 
86,955,1,1,1,0,1,1,1,0,1,1, 
87,955,1,1,1,0,1,1,1,0,1,1, 
88,955,1,1,1,0,1,1,1,0,1,1, 
89,956,1,1,1,0,1,1,1,1,0,0, 
90,956,1,1,1,0,1,1,1,1,0,0, 
91,956,1,1,1,0,1,1,1,1,0,0, 
92,956,1,1,1,0,1,1,1,1,0,0, 
93,956,1,1,1,0,1,1,1,1,0,0, 
94,958,1,1,1,0,1,1,1,1,1,0, 
95,958,1,1,1,0,1,1,1,1,1,0, 
96,958,1,1,1,0,1,1,1,1,1,0, 
97,958,1,1,1,0,1,1,1,1,1,0, 
98,958,1,1,1,0,1,1,1,1,1,0, 
99,960,1,1,1,1,0,0,0,0,0,0, 
100,960,1,1,1,1,0,0,0,0,0,0, 
101,960,1,1,1,1,0,0,0,0,0,0, 
102,960,1,1,1,1,0,0,0,0,0,0, 
103,960,1,1,1,1,0,0,0,0,0,0, 
104,961,1,1,1,1,0,0,0,0,0,1, 
105,961,1,1,1,1,0,0,0,0,0,1, 
106,961,1,1,1,1,0,0,0,0,0,1, 
107,961,1,1,1,1,0,0,0,0,0,1, 
108,961,1,1,1,1,0,0,0,0,0,1, 
109,963,1,1,1,1,0,0,0,0,1,1, 
110,963,1,1,1,1,0,0,0,0,1,1, 
111,963,1,1,1,1,0,0,0,0,1,1, 
112,963,1,1,1,1,0,0,0,0,1,1, 
113,964,1,1,1,1,0,0,0,1,0,0, 
114,964,1,1,1,1,0,0,0,1,0,0, 
115,964,1,1,1,1,0,0,0,1,0,0, 
116,964,1,1,1,1,0,0,0,1,0,0, 
117,964,1,1,1,1,0,0,0,1,0,0, 
118,965,1,1,1,1,0,0,0,1,0,1, 
119,965,1,1,1,1,0,0,0,1,0,1, 
120,965,1,1,1,1,0,0,0,1,0,1, 
121,965,1,1,1,1,0,0,0,1,0,1, 
122,965,1,1,1,1,0,0,0,1,0,1, 
123,967,1,1,1,1,0,0,0,1,1,1, 
124,967,1,1,1,1,0,0,0,1,1,1, 
125,967,1,1,1,1,0,0,0,1,1,1, 
126,967,1,1,1,1,0,0,0,1,1,1, 
127,967,1,1,1,1,0,0,0,1,1,1, 
128,968,1,1,1,1,0,0,1,0,0,0, 
129,968,1,1,1,1,0,0,1,0,0,0, 
130,968,1,1,1,1,0,0,1,0,0,0, 
131,968,1,1,1,1,0,0,1,0,0,0, 
132,968,1,1,1,1,0,0,1,0,0,0, 
133,970,1,1,1,1,0,0,1,0,1,0, 
134,970,1,1,1,1,0,0,1,0,1,0, 
135,970,1,1,1,1,0,0,1,0,1,0, 
136,970,1,1,1,1,0,0,1,0,1,0, 
137,970,1,1,1,1,0,0,1,0,1,0, 
138,971,1,1,1,1,0,0,1,0,1,1, 
139,971,1,1,1,1,0,0,1,0,1,1, 
140,971,1,1,1,1,0,0,1,0,1,1, 
141,971,1,1,1,1,0,0,1,0,1,1, 
142,971,1,1,1,1,0,0,1,0,1,1, 
143,972,1,1,1,1,0,0,1,1,0,0, 
144,972,1,1,1,1,0,0,1,1,0,0, 
145,972,1,1,1,1,0,0,1,1,0,0, 
146,972,1,1,1,1,0,0,1,1,0,0, 
147,972,1,1,1,1,0,0,1,1,0,0, 
148,974,1,1,1,1,0,0,1,1,1,0, 
149,974,1,1,1,1,0,0,1,1,1,0, 
150,974,1,1,1,1,0,0,1,1,1,0, 
151,974,1,1,1,1,0,0,1,1,1,0, 
152,974,1,1,1,1,0,0,1,1,1,0, 
153,975,1,1,1,1,0,0,1,1,1,1, 
154,975,1,1,1,1,0,0,1,1,1,1, 
155,975,1,1,1,1,0,0,1,1,1,1, 
156,975,1,1,1,1,0,0,1,1,1,1, 
157,976,1,1,1,1,0,1,0,0,0,0, 
158,976,1,1,1,1,0,1,0,0,0,0, 
159,976,1,1,1,1,0,1,0,0,0,0, 
160,976,1,1,1,1,0,1,0,0,0,0, 
161,976,1,1,1,1,0,1,0,0,0,0, 
162,978,1,1,1,1,0,1,0,0,1,0, 
163,978,1,1,1,1,0,1,0,0,1,0, 
164,978,1,1,1,1,0,1,0,0,1,0, 
165,978,1,1,1,1,0,1,0,0,1,0, 
166,978,1,1,1,1,0,1,0,0,1,0, 
167,979,1,1,1,1,0,1,0,0,1,1, 
168,979,1,1,1,1,0,1,0,0,1,1, 
169,979,1,1,1,1,0,1,0,0,1,1, 
170,979,1,1,1,1,0,1,0,0,1,1, 
171,979,1,1,1,1,0,1,0,0,1,1, 
172,980,1,1,1,1,0,1,0,1,0,0, 
173,980,1,1,1,1,0,1,0,1,0,0, 
174,980,1,1,1,1,0,1,0,1,0,0, 
175,980,1,1,1,1,0,1,0,1,0,0, 
176,980,1,1,1,1,0,1,0,1,0,0, 
177,982,1,1,1,1,0,1,0,1,1,0, 
178,982,1,1,1,1,0,1,0,1,1,0, 
179,982,1,1,1,1,0,1,0,1,1,0, 
180,982,1,1,1,1,0,1,0,1,1,0, 
181,982,1,1,1,1,0,1,0,1,1,0, 
182,983,1,1,1,1,0,1,0,1,1,1, 
183,983,1,1,1,1,0,1,0,1,1,1, 
184,983,1,1,1,1,0,1,0,1,1,1, 
185,983,1,1,1,1,0,1,0,1,1,1, 
186,983,1,1,1,1,0,1,0,1,1,1, 
187,984,1,1,1,1,0,1,1,0,0,0, 
188,984,1,1,1,1,0,1,1,0,0,0, 
189,984,1,1,1,1,0,1,1,0,0,0, 
190,984,1,1,1,1,0,1,1,0,0,0, 
191,984,1,1,1,1,0,1,1,0,0,0, 
192,985,1,1,1,1,0,1,1,0,0,1, 
193,985,1,1,1,1,0,1,1,0,0,1, 
194,985,1,1,1,1,0,1,1,0,0,1, 
195,985,1,1,1,1,0,1,1,0,0,1, 
196,986,1,1,1,1,0,1,1,0,1,0, 
197,986,1,1,1,1,0,1,1,0,1,0, 
198,986,1,1,1,1,0,1,1,0,1,0, 
199,986,1,1,1,1,0,1,1,0,1,0, 
200,986,1,1,1,1,0,1,1,0,1,0, 
201,988,1,1,1,1,0,1,1,1,0,0, 
202,988,1,1,1,1,0,1,1,1,0,0, 
203,988,1,1,1,1,0,1,1,1,0,0, 
204,988,1,1,1,1,0,1,1,1,0,0, 
205,988,1,1,1,1,0,1,1,1,0,0, 
206,989,1,1,1,1,0,1,1,1,0,1, 
207,989,1,1,1,1,0,1,1,1,0,1, 
208,989,1,1,1,1,0,1,1,1,0,1, 
209,989,1,1,1,1,0,1,1,1,0,1, 
210,989,1,1,1,1,0,1,1,1,0,1, 
211,990,1,1,1,1,0,1,1,1,1,0, 
212,990,1,1,1,1,0,1,1,1,1,0, 
213,990,1,1,1,1,0,1,1,1,1,0, 
214,990,1,1,1,1,0,1,1,1,1,0, 
215,990,1,1,1,1,0,1,1,1,1,0, 
216,991,1,1,1,1,0,1,1,1,1,1, 
217,991,1,1,1,1,0,1,1,1,1,1, 
218,991,1,1,1,1,0,1,1,1,1,1, 
219,991,1,1,1,1,0,1,1,1,1,1, 
220,991,1,1,1,1,0,1,1,1,1,1, 
221,992,1,1,1,1,1,0,0,0,0,0, 
222,992,1,1,1,1,1,0,0,0,0,0, 
223,992,1,1,1,1,1,0,0,0,0,0, 
224,992,1,1,1,1,1,0,0,0,0,0, 
225,992,1,1,1,1,1,0,0,0,0,0, 
226,993,1,1,1,1,1,0,0,0,0,1, 
227,993,1,1,1,1,1,0,0,0,0,1, 
228,993,1,1,1,1,1,0,0,0,0,1, 
229,993,1,1,1,1,1,0,0,0,0,1, 
230,993,1,1,1,1,1,0,0,0,0,1, 
231,994,1,1,1,1,1,0,0,0,1,0, 
232,994,1,1,1,1,1,0,0,0,1,0, 
233,994,1,1,1,1,1,0,0,0,1,0, 
234,994,1,1,1,1,1,0,0,0,1,0, 
235,994,1,1,1,1,1,0,0,0,1,0, 
236,995,1,1,1,1,1,0,0,0,1,1, 
237,995,1,1,1,1,1,0,0,0,1,1, 
238,995,1,1,1,1,1,0,0,0,1,1, 
239,995,1,1,1,1,1,0,0,0,1,1, 
240,996,1,1,1,1,1,0,0,1,0,0, 
241,996,1,1,1,1,1,0,0,1,0,0, 
242,996,1,1,1,1,1,0,0,1,0,0, 
243,996,1,1,1,1,1,0,0,1,0,0, 
244,996,1,1,1,1,1,0,0,1,0,0, 
245,997,1,1,1,1,1,0,0,1,0,1, 
246,997,1,1,1,1,1,0,0,1,0,1, 
247,997,1,1,1,1,1,0,0,1,0,1, 
248,997,1,1,1,1,1,0,0,1,0,1, 
249,997,1,1,1,1,1,0,0,1,0,1, 
250,998,1,1,1,1,1,0,0,1,1,0, 
251,998,1,1,1,1,1,0,0,1,1,0, 
252,998,1,1,1,1,1,0,0,1,1,0, 
253,998,1,1,1,1,1,0,0,1,1,0, 
254,998,1,1,1,1,1,0,0,1,1,0, 
255,999,1,1,1,1,1,0,0,1,1,1, 
256,999,1,1,1,1,1,0,0,1,1,1, 
257,999,1,1,1,1,1,0,0,1,1,1, 
258,999,1,1,1,1,1,0,0,1,1,1, 
259,999,1,1,1,1,1,0,0,1,1,1, 
260,1000,1,1,1,1,1,0,1,0,0,0, 
261,1000,1,1,1,1,1,0,1,0,0,0, 
262,1000,1,1,1,1,1,0,1,0,0,0, 
263,1000,1,1,1,1,1,0,1,0,0,0, 
264,1000,1,1,1,1,1,0,1,0,0,0, 
265,1001,1,1,1,1,1,0,1,0,0,1, 
266,1001,1,1,1,1,1,0,1,0,0,1, 
267,1001,1,1,1,1,1,0,1,0,0,1, 
268,1001,1,1,1,1,1,0,1,0,0,1, 
269,1001,1,1,1,1,1,0,1,0,0,1, 
270,1002,1,1,1,1,1,0,1,0,1,0, 
271,1002,1,1,1,1,1,0,1,0,1,0, 
272,1002,1,1,1,1,1,0,1,0,1,0, 
273,1002,1,1,1,1,1,0,1,0,1,0, 
274,1002,1,1,1,1,1,0,1,0,1,0, 
275,1003,1,1,1,1,1,0,1,0,1,1, 
276,1003,1,1,1,1,1,0,1,0,1,1, 
277,1003,1,1,1,1,1,0,1,0,1,1, 
278,1003,1,1,1,1,1,0,1,0,1,1, 
279,1003,1,1,1,1,1,0,1,0,1,1, 
280,1004,1,1,1,1,1,0,1,1,0,0, 
281,1004,1,1,1,1,1,0,1,1,0,0, 
282,1004,1,1,1,1,1,0,1,1,0,0, 
283,1004,1,1,1,1,1,0,1,1,0,0, 
284,1004,1,1,1,1,1,0,1,1,0,0, 
285,1004,1,1,1,1,1,0,1,1,0,0, 
286,1004,1,1,1,1,1,0,1,1,0,0, 
287,1004,1,1,1,1,1,0,1,1,0,0, 
288,1004,1,1,1,1,1,0,1,1,0,0, 
289,1005,1,1,1,1,1,0,1,1,0,1, 
290,1005,1,1,1,1,1,0,1,1,0,1, 
291,1005,1,1,1,1,1,0,1,1,0,1, 
292,1005,1,1,1,1,1,0,1,1,0,1, 
293,1005,1,1,1,1,1,0,1,1,0,1, 
294,1006,1,1,1,1,1,0,1,1,1,0, 
295,1006,1,1,1,1,1,0,1,1,1,0, 
296,1006,1,1,1,1,1,0,1,1,1,0, 
297,1006,1,1,1,1,1,0,1,1,1,0, 
298,1006,1,1,1,1,1,0,1,1,1,0, 
299,1007,1,1,1,1,1,0,1,1,1,1, 
300,1007,1,1,1,1,1,0,1,1,1,1, 
301,1007,1,1,1,1,1,0,1,1,1,1, 
302,1007,1,1,1,1,1,0,1,1,1,1, 
303,1007,1,1,1,1,1,0,1,1,1,1, 
304,1008,1,1,1,1,1,1,0,0,0,0, 
305,1008,1,1,1,1,1,1,0,0,0,0, 
306,1008,1,1,1,1,1,1,0,0,0,0, 
307,1008,1,1,1,1,1,1,0,0,0,0, 
308,1008,1,1,1,1,1,1,0,0,0,0, 
309,1008,1,1,1,1,1,1,0,0,0,0, 
310,1008,1,1,1,1,1,1,0,0,0,0, 
311,1008,1,1,1,1,1,1,0,0,0,0, 
312,1008,1,1,1,1,1,1,0,0,0,0, 
313,1008,1,1,1,1,1,1,0,0,0,0, 
314,1009,1,1,1,1,1,1,0,0,0,1, 
315,1009,1,1,1,1,1,1,0,0,0,1, 
316,1009,1,1,1,1,1,1,0,0,0,1, 
317,1009,1,1,1,1,1,1,0,0,0,1, 
318,1009,1,1,1,1,1,1,0,0,0,1, 
319,1010,1,1,1,1,1,1,0,0,1,0, 
320,1010,1,1,1,1,1,1,0,0,1,0, 
321,1010,1,1,1,1,1,1,0,0,1,0, 
322,1010,1,1,1,1,1,1,0,0,1,0, 
323,1011,1,1,1,1,1,1,0,0,1,1, 
324,1011,1,1,1,1,1,1,0,0,1,1, 
325,1011,1,1,1,1,1,1,0,0,1,1, 
326,1011,1,1,1,1,1,1,0,0,1,1, 
327,1011,1,1,1,1,1,1,0,0,1,1, 
328,1011,1,1,1,1,1,1,0,0,1,1, 
329,1011,1,1,1,1,1,1,0,0,1,1, 
330,1011,1,1,1,1,1,1,0,0,1,1, 
331,1011,1,1,1,1,1,1,0,0,1,1, 
332,1011,1,1,1,1,1,1,0,0,1,1, 
333,1012,1,1,1,1,1,1,0,1,0,0, 
334,1012,1,1,1,1,1,1,0,1,0,0, 
