Groups:
GPIO_[13..4] =, GPIO_[13], GPIO_[12], GPIO_[11], GPIO_[10], GPIO_[9], GPIO_[8], GPIO_[7], GPIO_[6], GPIO_[5], GPIO_[4],  unsigned decimal

Data:
time unit: s, GPIO_[13..4], GPIO_[13], GPIO_[12], GPIO_[11], GPIO_[10], GPIO_[9], GPIO_[8], GPIO_[7], GPIO_[6], GPIO_[5], GPIO_[4], 
0, X, X, X, X, X, X, X, X, X, X, X, 
186, 290, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 
187, 290, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 
188, 290, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 
189, 290, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 
190, 287, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 
191, 287, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 
192, 287, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 
193, 287, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 
194, 287, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 
195, 284, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 
196, 284, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 
197, 284, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 
198, 284, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 
199, 284, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 
200, 281, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 
201, 281, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 
202, 281, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 
203, 281, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 
204, 281, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 
205, 279, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 
206, 279, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 
207, 279, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 
208, 279, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 
209, 279, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 
210, 276, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 
211, 276, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 
212, 276, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 
213, 276, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 
214, 276, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 
215, 273, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 
216, 273, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 
217, 273, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 
218, 273, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 
219, 270, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 
220, 270, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 
221, 270, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 
222, 270, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 
223, 270, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 
224, 267, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 
