Groups:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPIO_[13..4] =, GPIO_[13], GPIO_[12], GPIO_[11], GPIO_[10], GPIO_[9], GPIO_[8], GPIO_[7], GPIO_[6], GPIO_[5], GPIO_[4],  unsigned decimal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fout1[27..18] =, fout1[27], fout1[26], fout1[25], fout1[24], fout1[23], fout1[22], fout1[21], fout1[20], fout1[19], fout1[18],  unsigned decimal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Group =, fout20, fout21, fout22, fout23, fout24, fout25, fout26, fout27,  unsigned decimal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tri[9..0] =, tri[9], tri[8], tri[7], tri[6], tri[5], tri[4], tri[3], tri[2], tri[1], tri[0],  unsigned decimal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
time unit: ms, GPIO_[13..4], GPIO_[13], GPIO_[12], GPIO_[11], GPIO_[10], GPIO_[9], GPIO_[8], GPIO_[7], GPIO_[6], GPIO_[5], GPIO_[4], fout1[27..18], fout1[27], fout1[26], fout1[25], fout1[24], fout1[23], fout1[22], fout1[21], fout1[20], fout1[19], fout1[18], Group, fout20, fout21, fout22, fout23, fout24, fout25, fout26, fout27, tri[9..0], tri[9], tri[8], tri[7], tri[6], tri[5], tri[4], tri[3], tri[2], tri[1], tri[0], 
0, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
488,842,1,1,0,1,0,0,1,0,1,0,842,1,1,0,1,0,0,1,0,1,0,109,0,1,1,0,1,1,0,1,878,1,1,0,1,1,0,1,1,1,0, 
489,842,1,1,0,1,0,0,1,0,1,0,842,1,1,0,1,0,0,1,0,1,0,173,1,0,1,0,1,1,0,1,878,1,1,0,1,1,0,1,1,1,0, 
490,843,1,1,0,1,0,0,1,0,1,1,843,1,1,0,1,0,0,1,0,1,1,173,1,0,1,0,1,1,0,1,876,1,1,0,1,1,0,1,1,0,0, 
491,844,1,1,0,1,0,0,1,1,0,0,844,1,1,0,1,0,0,1,1,0,0,45,0,0,1,0,1,1,0,1,874,1,1,0,1,1,0,1,0,1,0, 
492,844,1,1,0,1,0,0,1,1,0,0,844,1,1,0,1,0,0,1,1,0,0,205,1,1,0,0,1,1,0,1,874,1,1,0,1,1,0,1,0,1,0, 
493,845,1,1,0,1,0,0,1,1,0,1,845,1,1,0,1,0,0,1,1,0,1,205,1,1,0,0,1,1,0,1,872,1,1,0,1,1,0,1,0,0,0, 
494,845,1,1,0,1,0,0,1,1,0,1,845,1,1,0,1,0,0,1,1,0,1,77,0,1,0,0,1,1,0,1,870,1,1,0,1,1,0,0,1,1,0, 
495,846,1,1,0,1,0,0,1,1,1,0,846,1,1,0,1,0,0,1,1,1,0,77,0,1,0,0,1,1,0,1,870,1,1,0,1,1,0,0,1,1,0, 
496,847,1,1,0,1,0,0,1,1,1,1,847,1,1,0,1,0,0,1,1,1,1,141,1,0,0,0,1,1,0,1,868,1,1,0,1,1,0,0,1,0,0, 
497,847,1,1,0,1,0,0,1,1,1,1,847,1,1,0,1,0,0,1,1,1,1,13,0,0,0,0,1,1,0,1,868,1,1,0,1,1,0,0,1,0,0, 
498,848,1,1,0,1,0,1,0,0,0,0,848,1,1,0,1,0,1,0,0,0,0,13,0,0,0,0,1,1,0,1,866,1,1,0,1,1,0,0,0,1,0, 
499,848,1,1,0,1,0,1,0,0,0,0,848,1,1,0,1,0,1,0,0,0,0,245,1,1,1,1,0,1,0,1,864,1,1,0,1,1,0,0,0,0,0, 
500,849,1,1,0,1,0,1,0,0,0,1,849,1,1,0,1,0,1,0,0,0,1,245,1,1,1,1,0,1,0,1,864,1,1,0,1,1,0,0,0,0,0, 
501,850,1,1,0,1,0,1,0,0,1,0,850,1,1,0,1,0,1,0,0,1,0,117,0,1,1,1,0,1,0,1,862,1,1,0,1,0,1,1,1,1,0, 
502,850,1,1,0,1,0,1,0,0,1,0,850,1,1,0,1,0,1,0,0,1,0,181,1,0,1,1,0,1,0,1,862,1,1,0,1,0,1,1,1,1,0, 
503,851,1,1,0,1,0,1,0,0,1,1,851,1,1,0,1,0,1,0,0,1,1,181,1,0,1,1,0,1,0,1,860,1,1,0,1,0,1,1,1,0,0, 
504,851,1,1,0,1,0,1,0,0,1,1,851,1,1,0,1,0,1,0,0,1,1,53,0,0,1,1,0,1,0,1,858,1,1,0,1,0,1,1,0,1,0, 
505,852,1,1,0,1,0,1,0,1,0,0,852,1,1,0,1,0,1,0,1,0,0,53,0,0,1,1,0,1,0,1,858,1,1,0,1,0,1,1,0,1,0, 
506,853,1,1,0,1,0,1,0,1,0,1,853,1,1,0,1,0,1,0,1,0,1,213,1,1,0,1,0,1,0,1,856,1,1,0,1,0,1,1,0,0,0, 
507,853,1,1,0,1,0,1,0,1,0,1,853,1,1,0,1,0,1,0,1,0,1,85,0,1,0,1,0,1,0,1,856,1,1,0,1,0,1,1,0,0,0, 
508,854,1,1,0,1,0,1,0,1,1,0,854,1,1,0,1,0,1,0,1,1,0,85,0,1,0,1,0,1,0,1,854,1,1,0,1,0,1,0,1,1,0, 
509,855,1,1,0,1,0,1,0,1,1,1,855,1,1,0,1,0,1,0,1,1,1,149,1,0,0,1,0,1,0,1,852,1,1,0,1,0,1,0,1,0,0, 
510,855,1,1,0,1,0,1,0,1,1,1,855,1,1,0,1,0,1,0,1,1,1,21,0,0,0,1,0,1,0,1,852,1,1,0,1,0,1,0,1,0,0, 
511,856,1,1,0,1,0,1,1,0,0,0,856,1,1,0,1,0,1,1,0,0,0,21,0,0,0,1,0,1,0,1,850,1,1,0,1,0,1,0,0,1,0, 
512,856,1,1,0,1,0,1,1,0,0,0,856,1,1,0,1,0,1,1,0,0,0,229,1,1,1,0,0,1,0,1,848,1,1,0,1,0,1,0,0,0,0, 
513,857,1,1,0,1,0,1,1,0,0,1,857,1,1,0,1,0,1,1,0,0,1,229,1,1,1,0,0,1,0,1,848,1,1,0,1,0,1,0,0,0,0, 
514,858,1,1,0,1,0,1,1,0,1,0,858,1,1,0,1,0,1,1,0,1,0,101,0,1,1,0,0,1,0,1,846,1,1,0,1,0,0,1,1,1,0, 
515,858,1,1,0,1,0,1,1,0,1,0,858,1,1,0,1,0,1,1,0,1,0,165,1,0,1,0,0,1,0,1,846,1,1,0,1,0,0,1,1,1,0, 
516,859,1,1,0,1,0,1,1,0,1,1,859,1,1,0,1,0,1,1,0,1,1,165,1,0,1,0,0,1,0,1,844,1,1,0,1,0,0,1,1,0,0, 
517,859,1,1,0,1,0,1,1,0,1,1,859,1,1,0,1,0,1,1,0,1,1,37,0,0,1,0,0,1,0,1,842,1,1,0,1,0,0,1,0,1,0, 
518,860,1,1,0,1,0,1,1,1,0,0,860,1,1,0,1,0,1,1,1,0,0,37,0,0,1,0,0,1,0,1,842,1,1,0,1,0,0,1,0,1,0, 
519,861,1,1,0,1,0,1,1,1,0,1,861,1,1,0,1,0,1,1,1,0,1,197,1,1,0,0,0,1,0,1,840,1,1,0,1,0,0,1,0,0,0, 
520,861,1,1,0,1,0,1,1,1,0,1,861,1,1,0,1,0,1,1,1,0,1,69,0,1,0,0,0,1,0,1,840,1,1,0,1,0,0,1,0,0,0, 
521,862,1,1,0,1,0,1,1,1,1,0,862,1,1,0,1,0,1,1,1,1,0,69,0,1,0,0,0,1,0,1,838,1,1,0,1,0,0,0,1,1,0, 
522,863,1,1,0,1,0,1,1,1,1,1,863,1,1,0,1,0,1,1,1,1,1,133,1,0,0,0,0,1,0,1,836,1,1,0,1,0,0,0,1,0,0, 
523,863,1,1,0,1,0,1,1,1,1,1,863,1,1,0,1,0,1,1,1,1,1,5,0,0,0,0,0,1,0,1,836,1,1,0,1,0,0,0,1,0,0, 
524,864,1,1,0,1,1,0,0,0,0,0,864,1,1,0,1,1,0,0,0,0,0,5,0,0,0,0,0,1,0,1,834,1,1,0,1,0,0,0,0,1,0, 
525,864,1,1,0,1,1,0,0,0,0,0,864,1,1,0,1,1,0,0,0,0,0,249,1,1,1,1,1,0,0,1,832,1,1,0,1,0,0,0,0,0,0, 
526,865,1,1,0,1,1,0,0,0,0,1,865,1,1,0,1,1,0,0,0,0,1,249,1,1,1,1,1,0,0,1,832,1,1,0,1,0,0,0,0,0,0, 
527,866,1,1,0,1,1,0,0,0,1,0,866,1,1,0,1,1,0,0,0,1,0,121,0,1,1,1,1,0,0,1,830,1,1,0,0,1,1,1,1,1,0, 
528,866,1,1,0,1,1,0,0,0,1,0,866,1,1,0,1,1,0,0,0,1,0,185,1,0,1,1,1,0,0,1,830,1,1,0,0,1,1,1,1,1,0, 
529,867,1,1,0,1,1,0,0,0,1,1,867,1,1,0,1,1,0,0,0,1,1,185,1,0,1,1,1,0,0,1,828,1,1,0,0,1,1,1,1,0,0, 
530,867,1,1,0,1,1,0,0,0,1,1,867,1,1,0,1,1,0,0,0,1,1,57,0,0,1,1,1,0,0,1,826,1,1,0,0,1,1,1,0,1,0, 
531,868,1,1,0,1,1,0,0,1,0,0,868,1,1,0,1,1,0,0,1,0,0,57,0,0,1,1,1,0,0,1,826,1,1,0,0,1,1,1,0,1,0, 
532,869,1,1,0,1,1,0,0,1,0,1,869,1,1,0,1,1,0,0,1,0,1,217,1,1,0,1,1,0,0,1,824,1,1,0,0,1,1,1,0,0,0, 
533,869,1,1,0,1,1,0,0,1,0,1,869,1,1,0,1,1,0,0,1,0,1,89,0,1,0,1,1,0,0,1,824,1,1,0,0,1,1,1,0,0,0, 
534,870,1,1,0,1,1,0,0,1,1,0,870,1,1,0,1,1,0,0,1,1,0,89,0,1,0,1,1,0,0,1,822,1,1,0,0,1,1,0,1,1,0, 
535,871,1,1,0,1,1,0,0,1,1,1,871,1,1,0,1,1,0,0,1,1,1,153,1,0,0,1,1,0,0,1,820,1,1,0,0,1,1,0,1,0,0, 
536,871,1,1,0,1,1,0,0,1,1,1,871,1,1,0,1,1,0,0,1,1,1,25,0,0,0,1,1,0,0,1,820,1,1,0,0,1,1,0,1,0,0, 
537,872,1,1,0,1,1,0,1,0,0,0,872,1,1,0,1,1,0,1,0,0,0,25,0,0,0,1,1,0,0,1,818,1,1,0,0,1,1,0,0,1,0, 
538,872,1,1,0,1,1,0,1,0,0,0,872,1,1,0,1,1,0,1,0,0,0,233,1,1,1,0,1,0,0,1,816,1,1,0,0,1,1,0,0,0,0, 
539,873,1,1,0,1,1,0,1,0,0,1,873,1,1,0,1,1,0,1,0,0,1,233,1,1,1,0,1,0,0,1,816,1,1,0,0,1,1,0,0,0,0, 
540,874,1,1,0,1,1,0,1,0,1,0,874,1,1,0,1,1,0,1,0,1,0,105,0,1,1,0,1,0,0,1,814,1,1,0,0,1,0,1,1,1,0, 
541,874,1,1,0,1,1,0,1,0,1,0,874,1,1,0,1,1,0,1,0,1,0,169,1,0,1,0,1,0,0,1,814,1,1,0,0,1,0,1,1,1,0, 
542,875,1,1,0,1,1,0,1,0,1,1,875,1,1,0,1,1,0,1,0,1,1,169,1,0,1,0,1,0,0,1,812,1,1,0,0,1,0,1,1,0,0, 
543,875,1,1,0,1,1,0,1,0,1,1,875,1,1,0,1,1,0,1,0,1,1,41,0,0,1,0,1,0,0,1,810,1,1,0,0,1,0,1,0,1,0, 
544,876,1,1,0,1,1,0,1,1,0,0,876,1,1,0,1,1,0,1,1,0,0,41,0,0,1,0,1,0,0,1,810,1,1,0,0,1,0,1,0,1,0, 
545,877,1,1,0,1,1,0,1,1,0,1,877,1,1,0,1,1,0,1,1,0,1,201,1,1,0,0,1,0,0,1,808,1,1,0,0,1,0,1,0,0,0, 
546,877,1,1,0,1,1,0,1,1,0,1,877,1,1,0,1,1,0,1,1,0,1,73,0,1,0,0,1,0,0,1,808,1,1,0,0,1,0,1,0,0,0, 
547,878,1,1,0,1,1,0,1,1,1,0,878,1,1,0,1,1,0,1,1,1,0,73,0,1,0,0,1,0,0,1,806,1,1,0,0,1,0,0,1,1,0, 
548,879,1,1,0,1,1,0,1,1,1,1,879,1,1,0,1,1,0,1,1,1,1,137,1,0,0,0,1,0,0,1,804,1,1,0,0,1,0,0,1,0,0, 
549,879,1,1,0,1,1,0,1,1,1,1,879,1,1,0,1,1,0,1,1,1,1,9,0,0,0,0,1,0,0,1,804,1,1,0,0,1,0,0,1,0,0, 
550,880,1,1,0,1,1,1,0,0,0,0,880,1,1,0,1,1,1,0,0,0,0,9,0,0,0,0,1,0,0,1,802,1,1,0,0,1,0,0,0,1,0, 
551,880,1,1,0,1,1,1,0,0,0,0,880,1,1,0,1,1,1,0,0,0,0,241,1,1,1,1,0,0,0,1,800,1,1,0,0,1,0,0,0,0,0, 
552,881,1,1,0,1,1,1,0,0,0,1,881,1,1,0,1,1,1,0,0,0,1,241,1,1,1,1,0,0,0,1,800,1,1,0,0,1,0,0,0,0,0, 
553,882,1,1,0,1,1,1,0,0,1,0,882,1,1,0,1,1,1,0,0,1,0,113,0,1,1,1,0,0,0,1,798,1,1,0,0,0,1,1,1,1,0, 
554,882,1,1,0,1,1,1,0,0,1,0,882,1,1,0,1,1,1,0,0,1,0,177,1,0,1,1,0,0,0,1,798,1,1,0,0,0,1,1,1,1,0, 
555,883,1,1,0,1,1,1,0,0,1,1,883,1,1,0,1,1,1,0,0,1,1,177,1,0,1,1,0,0,0,1,796,1,1,0,0,0,1,1,1,0,0, 
556,883,1,1,0,1,1,1,0,0,1,1,883,1,1,0,1,1,1,0,0,1,1,49,0,0,1,1,0,0,0,1,794,1,1,0,0,0,1,1,0,1,0, 
557,884,1,1,0,1,1,1,0,1,0,0,884,1,1,0,1,1,1,0,1,0,0,49,0,0,1,1,0,0,0,1,794,1,1,0,0,0,1,1,0,1,0, 
558,885,1,1,0,1,1,1,0,1,0,1,885,1,1,0,1,1,1,0,1,0,1,209,1,1,0,1,0,0,0,1,792,1,1,0,0,0,1,1,0,0,0, 
559,885,1,1,0,1,1,1,0,1,0,1,885,1,1,0,1,1,1,0,1,0,1,81,0,1,0,1,0,0,0,1,792,1,1,0,0,0,1,1,0,0,0, 
560,886,1,1,0,1,1,1,0,1,1,0,886,1,1,0,1,1,1,0,1,1,0,81,0,1,0,1,0,0,0,1,790,1,1,0,0,0,1,0,1,1,0, 
561,887,1,1,0,1,1,1,0,1,1,1,887,1,1,0,1,1,1,0,1,1,1,145,1,0,0,1,0,0,0,1,788,1,1,0,0,0,1,0,1,0,0, 
562,887,1,1,0,1,1,1,0,1,1,1,887,1,1,0,1,1,1,0,1,1,1,17,0,0,0,1,0,0,0,1,788,1,1,0,0,0,1,0,1,0,0, 
563,888,1,1,0,1,1,1,1,0,0,0,888,1,1,0,1,1,1,1,0,0,0,17,0,0,0,1,0,0,0,1,786,1,1,0,0,0,1,0,0,1,0, 
564,888,1,1,0,1,1,1,1,0,0,0,888,1,1,0,1,1,1,1,0,0,0,225,1,1,1,0,0,0,0,1,784,1,1,0,0,0,1,0,0,0,0, 
565,889,1,1,0,1,1,1,1,0,0,1,889,1,1,0,1,1,1,1,0,0,1,225,1,1,1,0,0,0,0,1,784,1,1,0,0,0,1,0,0,0,0, 
566,890,1,1,0,1,1,1,1,0,1,0,890,1,1,0,1,1,1,1,0,1,0,97,0,1,1,0,0,0,0,1,782,1,1,0,0,0,0,1,1,1,0, 
567,890,1,1,0,1,1,1,1,0,1,0,890,1,1,0,1,1,1,1,0,1,0,161,1,0,1,0,0,0,0,1,782,1,1,0,0,0,0,1,1,1,0, 
568,891,1,1,0,1,1,1,1,0,1,1,891,1,1,0,1,1,1,1,0,1,1,161,1,0,1,0,0,0,0,1,780,1,1,0,0,0,0,1,1,0,0, 
569,891,1,1,0,1,1,1,1,0,1,1,891,1,1,0,1,1,1,1,0,1,1,33,0,0,1,0,0,0,0,1,778,1,1,0,0,0,0,1,0,1,0, 
570,892,1,1,0,1,1,1,1,1,0,0,892,1,1,0,1,1,1,1,1,0,0,33,0,0,1,0,0,0,0,1,778,1,1,0,0,0,0,1,0,1,0, 
571,893,1,1,0,1,1,1,1,1,0,1,893,1,1,0,1,1,1,1,1,0,1,193,1,1,0,0,0,0,0,1,776,1,1,0,0,0,0,1,0,0,0, 
572,893,1,1,0,1,1,1,1,1,0,1,893,1,1,0,1,1,1,1,1,0,1,65,0,1,0,0,0,0,0,1,776,1,1,0,0,0,0,1,0,0,0, 
573,894,1,1,0,1,1,1,1,1,1,0,894,1,1,0,1,1,1,1,1,1,0,65,0,1,0,0,0,0,0,1,774,1,1,0,0,0,0,0,1,1,0, 
574,895,1,1,0,1,1,1,1,1,1,1,895,1,1,0,1,1,1,1,1,1,1,129,1,0,0,0,0,0,0,1,772,1,1,0,0,0,0,0,1,0,0, 
575,895,1,1,0,1,1,1,1,1,1,1,895,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,772,1,1,0,0,0,0,0,1,0,0, 
576,896,1,1,1,0,0,0,0,0,0,0,896,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,770,1,1,0,0,0,0,0,0,1,0, 
577,896,1,1,1,0,0,0,0,0,0,0,896,1,1,1,0,0,0,0,0,0,0,254,1,1,1,1,1,1,1,0,768,1,1,0,0,0,0,0,0,0,0, 
578,897,1,1,1,0,0,0,0,0,0,1,897,1,1,1,0,0,0,0,0,0,1,254,1,1,1,1,1,1,1,0,768,1,1,0,0,0,0,0,0,0,0, 
579,898,1,1,1,0,0,0,0,0,1,0,898,1,1,1,0,0,0,0,0,1,0,126,0,1,1,1,1,1,1,0,766,1,0,1,1,1,1,1,1,1,0, 
580,898,1,1,1,0,0,0,0,0,1,0,898,1,1,1,0,0,0,0,0,1,0,190,1,0,1,1,1,1,1,0,766,1,0,1,1,1,1,1,1,1,0, 
581,899,1,1,1,0,0,0,0,0,1,1,899,1,1,1,0,0,0,0,0,1,1,190,1,0,1,1,1,1,1,0,764,1,0,1,1,1,1,1,1,0,0, 
582,899,1,1,1,0,0,0,0,0,1,1,899,1,1,1,0,0,0,0,0,1,1,62,0,0,1,1,1,1,1,0,762,1,0,1,1,1,1,1,0,1,0, 
583,900,1,1,1,0,0,0,0,1,0,0,900,1,1,1,0,0,0,0,1,0,0,62,0,0,1,1,1,1,1,0,762,1,0,1,1,1,1,1,0,1,0, 
584,901,1,1,1,0,0,0,0,1,0,1,901,1,1,1,0,0,0,0,1,0,1,222,1,1,0,1,1,1,1,0,760,1,0,1,1,1,1,1,0,0,0, 
585,901,1,1,1,0,0,0,0,1,0,1,901,1,1,1,0,0,0,0,1,0,1,94,0,1,0,1,1,1,1,0,760,1,0,1,1,1,1,1,0,0,0, 
586,902,1,1,1,0,0,0,0,1,1,0,902,1,1,1,0,0,0,0,1,1,0,94,0,1,0,1,1,1,1,0,758,1,0,1,1,1,1,0,1,1,0, 
587,902,1,1,1,0,0,0,0,1,1,0,902,1,1,1,0,0,0,0,1,1,0,158,1,0,0,1,1,1,1,0,756,1,0,1,1,1,1,0,1,0,0, 
588,903,1,1,1,0,0,0,0,1,1,1,903,1,1,1,0,0,0,0,1,1,1,158,1,0,0,1,1,1,1,0,756,1,0,1,1,1,1,0,1,0,0, 
589,904,1,1,1,0,0,0,1,0,0,0,904,1,1,1,0,0,0,1,0,0,0,30,0,0,0,1,1,1,1,0,754,1,0,1,1,1,1,0,0,1,0, 
590,904,1,1,1,0,0,0,1,0,0,0,904,1,1,1,0,0,0,1,0,0,0,238,1,1,1,0,1,1,1,0,754,1,0,1,1,1,1,0,0,1,0, 
591,905,1,1,1,0,0,0,1,0,0,1,905,1,1,1,0,0,0,1,0,0,1,238,1,1,1,0,1,1,1,0,752,1,0,1,1,1,1,0,0,0,0, 
592,906,1,1,1,0,0,0,1,0,1,0,906,1,1,1,0,0,0,1,0,1,0,110,0,1,1,0,1,1,1,0,750,1,0,1,1,1,0,1,1,1,0, 
593,906,1,1,1,0,0,0,1,0,1,0,906,1,1,1,0,0,0,1,0,1,0,174,1,0,1,0,1,1,1,0,750,1,0,1,1,1,0,1,1,1,0, 
594,907,1,1,1,0,0,0,1,0,1,1,907,1,1,1,0,0,0,1,0,1,1,174,1,0,1,0,1,1,1,0,748,1,0,1,1,1,0,1,1,0,0, 
595,907,1,1,1,0,0,0,1,0,1,1,907,1,1,1,0,0,0,1,0,1,1,46,0,0,1,0,1,1,1,0,746,1,0,1,1,1,0,1,0,1,0, 
596,908,1,1,1,0,0,0,1,1,0,0,908,1,1,1,0,0,0,1,1,0,0,46,0,0,1,0,1,1,1,0,746,1,0,1,1,1,0,1,0,1,0, 
597,909,1,1,1,0,0,0,1,1,0,1,909,1,1,1,0,0,0,1,1,0,1,206,1,1,0,0,1,1,1,0,744,1,0,1,1,1,0,1,0,0,0, 
598,909,1,1,1,0,0,0,1,1,0,1,909,1,1,1,0,0,0,1,1,0,1,78,0,1,0,0,1,1,1,0,744,1,0,1,1,1,0,1,0,0,0, 
599,910,1,1,1,0,0,0,1,1,1,0,910,1,1,1,0,0,0,1,1,1,0,78,0,1,0,0,1,1,1,0,742,1,0,1,1,1,0,0,1,1,0, 
600,910,1,1,1,0,0,0,1,1,1,0,910,1,1,1,0,0,0,1,1,1,0,142,1,0,0,0,1,1,1,0,740,1,0,1,1,1,0,0,1,0,0, 
601,911,1,1,1,0,0,0,1,1,1,1,911,1,1,1,0,0,0,1,1,1,1,142,1,0,0,0,1,1,1,0,740,1,0,1,1,1,0,0,1,0,0, 
602,912,1,1,1,0,0,1,0,0,0,0,912,1,1,1,0,0,1,0,0,0,0,14,0,0,0,0,1,1,1,0,738,1,0,1,1,1,0,0,0,1,0, 
603,912,1,1,1,0,0,1,0,0,0,0,912,1,1,1,0,0,1,0,0,0,0,246,1,1,1,1,0,1,1,0,738,1,0,1,1,1,0,0,0,1,0, 
604,913,1,1,1,0,0,1,0,0,0,1,913,1,1,1,0,0,1,0,0,0,1,246,1,1,1,1,0,1,1,0,736,1,0,1,1,1,0,0,0,0,0, 
605,914,1,1,1,0,0,1,0,0,1,0,914,1,1,1,0,0,1,0,0,1,0,118,0,1,1,1,0,1,1,0,734,1,0,1,1,0,1,1,1,1,0, 
606,914,1,1,1,0,0,1,0,0,1,0,914,1,1,1,0,0,1,0,0,1,0,182,1,0,1,1,0,1,1,0,734,1,0,1,1,0,1,1,1,1,0, 
607,915,1,1,1,0,0,1,0,0,1,1,915,1,1,1,0,0,1,0,0,1,1,182,1,0,1,1,0,1,1,0,732,1,0,1,1,0,1,1,1,0,0, 
608,915,1,1,1,0,0,1,0,0,1,1,915,1,1,1,0,0,1,0,0,1,1,54,0,0,1,1,0,1,1,0,730,1,0,1,1,0,1,1,0,1,0, 
609,916,1,1,1,0,0,1,0,1,0,0,916,1,1,1,0,0,1,0,1,0,0,54,0,0,1,1,0,1,1,0,730,1,0,1,1,0,1,1,0,1,0, 
610,917,1,1,1,0,0,1,0,1,0,1,917,1,1,1,0,0,1,0,1,0,1,214,1,1,0,1,0,1,1,0,728,1,0,1,1,0,1,1,0,0,0, 
611,917,1,1,1,0,0,1,0,1,0,1,917,1,1,1,0,0,1,0,1,0,1,86,0,1,0,1,0,1,1,0,728,1,0,1,1,0,1,1,0,0,0, 
612,918,1,1,1,0,0,1,0,1,1,0,918,1,1,1,0,0,1,0,1,1,0,86,0,1,0,1,0,1,1,0,726,1,0,1,1,0,1,0,1,1,0, 
613,918,1,1,1,0,0,1,0,1,1,0,918,1,1,1,0,0,1,0,1,1,0,150,1,0,0,1,0,1,1,0,724,1,0,1,1,0,1,0,1,0,0, 
614,919,1,1,1,0,0,1,0,1,1,1,919,1,1,1,0,0,1,0,1,1,1,150,1,0,0,1,0,1,1,0,724,1,0,1,1,0,1,0,1,0,0, 
615,920,1,1,1,0,0,1,1,0,0,0,920,1,1,1,0,0,1,1,0,0,0,22,0,0,0,1,0,1,1,0,722,1,0,1,1,0,1,0,0,1,0, 
616,920,1,1,1,0,0,1,1,0,0,0,920,1,1,1,0,0,1,1,0,0,0,230,1,1,1,0,0,1,1,0,722,1,0,1,1,0,1,0,0,1,0, 
617,921,1,1,1,0,0,1,1,0,0,1,921,1,1,1,0,0,1,1,0,0,1,230,1,1,1,0,0,1,1,0,720,1,0,1,1,0,1,0,0,0,0, 
618,922,1,1,1,0,0,1,1,0,1,0,922,1,1,1,0,0,1,1,0,1,0,102,0,1,1,0,0,1,1,0,718,1,0,1,1,0,0,1,1,1,0, 
619,922,1,1,1,0,0,1,1,0,1,0,922,1,1,1,0,0,1,1,0,1,0,166,1,0,1,0,0,1,1,0,718,1,0,1,1,0,0,1,1,1,0, 
620,923,1,1,1,0,0,1,1,0,1,1,923,1,1,1,0,0,1,1,0,1,1,166,1,0,1,0,0,1,1,0,716,1,0,1,1,0,0,1,1,0,0, 
621,923,1,1,1,0,0,1,1,0,1,1,923,1,1,1,0,0,1,1,0,1,1,38,0,0,1,0,0,1,1,0,714,1,0,1,1,0,0,1,0,1,0, 
622,924,1,1,1,0,0,1,1,1,0,0,924,1,1,1,0,0,1,1,1,0,0,38,0,0,1,0,0,1,1,0,714,1,0,1,1,0,0,1,0,1,0, 
623,925,1,1,1,0,0,1,1,1,0,1,925,1,1,1,0,0,1,1,1,0,1,198,1,1,0,0,0,1,1,0,712,1,0,1,1,0,0,1,0,0,0, 
624,925,1,1,1,0,0,1,1,1,0,1,925,1,1,1,0,0,1,1,1,0,1,70,0,1,0,0,0,1,1,0,712,1,0,1,1,0,0,1,0,0,0, 
625,926,1,1,1,0,0,1,1,1,1,0,926,1,1,1,0,0,1,1,1,1,0,70,0,1,0,0,0,1,1,0,710,1,0,1,1,0,0,0,1,1,0, 
626,926,1,1,1,0,0,1,1,1,1,0,926,1,1,1,0,0,1,1,1,1,0,134,1,0,0,0,0,1,1,0,708,1,0,1,1,0,0,0,1,0,0, 
627,927,1,1,1,0,0,1,1,1,1,1,927,1,1,1,0,0,1,1,1,1,1,134,1,0,0,0,0,1,1,0,708,1,0,1,1,0,0,0,1,0,0, 
628,928,1,1,1,0,1,0,0,0,0,0,928,1,1,1,0,1,0,0,0,0,0,6,0,0,0,0,0,1,1,0,706,1,0,1,1,0,0,0,0,1,0, 
629,928,1,1,1,0,1,0,0,0,0,0,928,1,1,1,0,1,0,0,0,0,0,250,1,1,1,1,1,0,1,0,706,1,0,1,1,0,0,0,0,1,0, 
630,929,1,1,1,0,1,0,0,0,0,1,929,1,1,1,0,1,0,0,0,0,1,250,1,1,1,1,1,0,1,0,704,1,0,1,1,0,0,0,0,0,0, 
631,930,1,1,1,0,1,0,0,0,1,0,930,1,1,1,0,1,0,0,0,1,0,122,0,1,1,1,1,0,1,0,702,1,0,1,0,1,1,1,1,1,0, 
632,930,1,1,1,0,1,0,0,0,1,0,930,1,1,1,0,1,0,0,0,1,0,186,1,0,1,1,1,0,1,0,702,1,0,1,0,1,1,1,1,1,0, 
633,931,1,1,1,0,1,0,0,0,1,1,931,1,1,1,0,1,0,0,0,1,1,186,1,0,1,1,1,0,1,0,700,1,0,1,0,1,1,1,1,0,0, 
634,931,1,1,1,0,1,0,0,0,1,1,931,1,1,1,0,1,0,0,0,1,1,58,0,0,1,1,1,0,1,0,698,1,0,1,0,1,1,1,0,1,0, 
635,932,1,1,1,0,1,0,0,1,0,0,932,1,1,1,0,1,0,0,1,0,0,58,0,0,1,1,1,0,1,0,698,1,0,1,0,1,1,1,0,1,0, 
