Groups:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPIO_[13..4] =, GPIO_[13], GPIO_[12], GPIO_[11], GPIO_[10], GPIO_[9], GPIO_[8], GPIO_[7], GPIO_[6], GPIO_[5], GPIO_[4],  unsigned decimal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fout1[27..18] =, fout1[27], fout1[26], fout1[25], fout1[24], fout1[23], fout1[22], fout1[21], fout1[20], fout1[19], fout1[18],  unsigned decimal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Group =, fout20, fout21, fout22, fout23, fout24, fout25, fout26, fout27,  unsigned decimal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tri[9..0] =, tri[9], tri[8], tri[7], tri[6], tri[5], tri[4], tri[3], tri[2], tri[1], tri[0],  unsigned decimal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
time unit: ms, GPIO_[13..4], GPIO_[13], GPIO_[12], GPIO_[11], GPIO_[10], GPIO_[9], GPIO_[8], GPIO_[7], GPIO_[6], GPIO_[5], GPIO_[4], fout1[27..18], fout1[27], fout1[26], fout1[25], fout1[24], fout1[23], fout1[22], fout1[21], fout1[20], fout1[19], fout1[18], Group, fout20, fout21, fout22, fout23, fout24, fout25, fout26, fout27, tri[9..0], tri[9], tri[8], tri[7], tri[6], tri[5], tri[4], tri[3], tri[2], tri[1], tri[0], 
0, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
118,614,1,0,0,1,1,0,0,1,1,0,614,1,0,0,1,1,0,0,1,1,0,102,0,1,1,0,0,1,1,0,712,1,0,1,1,0,0,1,0,0,0, 
119,615,1,0,0,1,1,0,0,1,1,1,615,1,0,0,1,1,0,0,1,1,1,102,0,1,1,0,0,1,1,0,714,1,0,1,1,0,0,1,0,1,0, 
120,616,1,0,0,1,1,0,1,0,0,0,616,1,0,0,1,1,0,1,0,0,0,230,1,1,1,0,0,1,1,0,716,1,0,1,1,0,0,1,1,0,0, 
121,616,1,0,0,1,1,0,1,0,0,0,616,1,0,0,1,1,0,1,0,0,0,22,0,0,0,1,0,1,1,0,716,1,0,1,1,0,0,1,1,0,0, 
122,617,1,0,0,1,1,0,1,0,0,1,617,1,0,0,1,1,0,1,0,0,1,22,0,0,0,1,0,1,1,0,718,1,0,1,1,0,0,1,1,1,0, 
123,617,1,0,0,1,1,0,1,0,0,1,617,1,0,0,1,1,0,1,0,0,1,150,1,0,0,1,0,1,1,0,720,1,0,1,1,0,1,0,0,0,0, 
124,618,1,0,0,1,1,0,1,0,1,0,618,1,0,0,1,1,0,1,0,1,0,150,1,0,0,1,0,1,1,0,720,1,0,1,1,0,1,0,0,0,0, 
125,619,1,0,0,1,1,0,1,0,1,1,619,1,0,0,1,1,0,1,0,1,1,86,0,1,0,1,0,1,1,0,722,1,0,1,1,0,1,0,0,1,0, 
126,619,1,0,0,1,1,0,1,0,1,1,619,1,0,0,1,1,0,1,0,1,1,214,1,1,0,1,0,1,1,0,722,1,0,1,1,0,1,0,0,1,0, 
127,620,1,0,0,1,1,0,1,1,0,0,620,1,0,0,1,1,0,1,1,0,0,214,1,1,0,1,0,1,1,0,724,1,0,1,1,0,1,0,1,0,0, 
128,620,1,0,0,1,1,0,1,1,0,0,620,1,0,0,1,1,0,1,1,0,0,54,0,0,1,1,0,1,1,0,726,1,0,1,1,0,1,0,1,1,0, 
129,621,1,0,0,1,1,0,1,1,0,1,621,1,0,0,1,1,0,1,1,0,1,54,0,0,1,1,0,1,1,0,726,1,0,1,1,0,1,0,1,1,0, 
130,622,1,0,0,1,1,0,1,1,1,0,622,1,0,0,1,1,0,1,1,1,0,182,1,0,1,1,0,1,1,0,728,1,0,1,1,0,1,1,0,0,0, 
131,622,1,0,0,1,1,0,1,1,1,0,622,1,0,0,1,1,0,1,1,1,0,118,0,1,1,1,0,1,1,0,728,1,0,1,1,0,1,1,0,0,0, 
132,623,1,0,0,1,1,0,1,1,1,1,623,1,0,0,1,1,0,1,1,1,1,118,0,1,1,1,0,1,1,0,730,1,0,1,1,0,1,1,0,1,0, 
133,624,1,0,0,1,1,1,0,0,0,0,624,1,0,0,1,1,1,0,0,0,0,246,1,1,1,1,0,1,1,0,732,1,0,1,1,0,1,1,1,0,0, 
134,624,1,0,0,1,1,1,0,0,0,0,624,1,0,0,1,1,1,0,0,0,0,14,0,0,0,0,1,1,1,0,732,1,0,1,1,0,1,1,1,0,0, 
135,625,1,0,0,1,1,1,0,0,0,1,625,1,0,0,1,1,1,0,0,0,1,14,0,0,0,0,1,1,1,0,734,1,0,1,1,0,1,1,1,1,0, 
136,625,1,0,0,1,1,1,0,0,0,1,625,1,0,0,1,1,1,0,0,0,1,142,1,0,0,0,1,1,1,0,736,1,0,1,1,1,0,0,0,0,0, 
137,626,1,0,0,1,1,1,0,0,1,0,626,1,0,0,1,1,1,0,0,1,0,142,1,0,0,0,1,1,1,0,736,1,0,1,1,1,0,0,0,0,0, 
138,627,1,0,0,1,1,1,0,0,1,1,627,1,0,0,1,1,1,0,0,1,1,78,0,1,0,0,1,1,1,0,738,1,0,1,1,1,0,0,0,1,0, 
139,627,1,0,0,1,1,1,0,0,1,1,627,1,0,0,1,1,1,0,0,1,1,206,1,1,0,0,1,1,1,0,738,1,0,1,1,1,0,0,0,1,0, 
140,628,1,0,0,1,1,1,0,1,0,0,628,1,0,0,1,1,1,0,1,0,0,206,1,1,0,0,1,1,1,0,740,1,0,1,1,1,0,0,1,0,0, 
141,628,1,0,0,1,1,1,0,1,0,0,628,1,0,0,1,1,1,0,1,0,0,46,0,0,1,0,1,1,1,0,742,1,0,1,1,1,0,0,1,1,0, 
142,629,1,0,0,1,1,1,0,1,0,1,629,1,0,0,1,1,1,0,1,0,1,46,0,0,1,0,1,1,1,0,742,1,0,1,1,1,0,0,1,1,0, 
143,630,1,0,0,1,1,1,0,1,1,0,630,1,0,0,1,1,1,0,1,1,0,174,1,0,1,0,1,1,1,0,744,1,0,1,1,1,0,1,0,0,0, 
144,630,1,0,0,1,1,1,0,1,1,0,630,1,0,0,1,1,1,0,1,1,0,110,0,1,1,0,1,1,1,0,744,1,0,1,1,1,0,1,0,0,0, 
145,631,1,0,0,1,1,1,0,1,1,1,631,1,0,0,1,1,1,0,1,1,1,110,0,1,1,0,1,1,1,0,746,1,0,1,1,1,0,1,0,1,0, 
146,632,1,0,0,1,1,1,1,0,0,0,632,1,0,0,1,1,1,1,0,0,0,238,1,1,1,0,1,1,1,0,748,1,0,1,1,1,0,1,1,0,0, 
147,632,1,0,0,1,1,1,1,0,0,0,632,1,0,0,1,1,1,1,0,0,0,30,0,0,0,1,1,1,1,0,748,1,0,1,1,1,0,1,1,0,0, 
148,633,1,0,0,1,1,1,1,0,0,1,633,1,0,0,1,1,1,1,0,0,1,30,0,0,0,1,1,1,1,0,750,1,0,1,1,1,0,1,1,1,0, 
149,633,1,0,0,1,1,1,1,0,0,1,633,1,0,0,1,1,1,1,0,0,1,158,1,0,0,1,1,1,1,0,752,1,0,1,1,1,1,0,0,0,0, 
150,634,1,0,0,1,1,1,1,0,1,0,634,1,0,0,1,1,1,1,0,1,0,158,1,0,0,1,1,1,1,0,752,1,0,1,1,1,1,0,0,0,0, 
151,635,1,0,0,1,1,1,1,0,1,1,635,1,0,0,1,1,1,1,0,1,1,94,0,1,0,1,1,1,1,0,754,1,0,1,1,1,1,0,0,1,0, 
152,635,1,0,0,1,1,1,1,0,1,1,635,1,0,0,1,1,1,1,0,1,1,222,1,1,0,1,1,1,1,0,754,1,0,1,1,1,1,0,0,1,0, 
153,636,1,0,0,1,1,1,1,1,0,0,636,1,0,0,1,1,1,1,1,0,0,222,1,1,0,1,1,1,1,0,756,1,0,1,1,1,1,0,1,0,0, 
154,636,1,0,0,1,1,1,1,1,0,0,636,1,0,0,1,1,1,1,1,0,0,62,0,0,1,1,1,1,1,0,758,1,0,1,1,1,1,0,1,1,0, 
155,637,1,0,0,1,1,1,1,1,0,1,637,1,0,0,1,1,1,1,1,0,1,62,0,0,1,1,1,1,1,0,758,1,0,1,1,1,1,0,1,1,0, 
156,638,1,0,0,1,1,1,1,1,1,0,638,1,0,0,1,1,1,1,1,1,0,190,1,0,1,1,1,1,1,0,760,1,0,1,1,1,1,1,0,0,0, 
157,638,1,0,0,1,1,1,1,1,1,0,638,1,0,0,1,1,1,1,1,1,0,126,0,1,1,1,1,1,1,0,760,1,0,1,1,1,1,1,0,0,0, 
158,639,1,0,0,1,1,1,1,1,1,1,639,1,0,0,1,1,1,1,1,1,1,126,0,1,1,1,1,1,1,0,762,1,0,1,1,1,1,1,0,1,0, 
159,640,1,0,1,0,0,0,0,0,0,0,640,1,0,1,0,0,0,0,0,0,0,254,1,1,1,1,1,1,1,0,764,1,0,1,1,1,1,1,1,0,0, 
160,640,1,0,1,0,0,0,0,0,0,0,640,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,764,1,0,1,1,1,1,1,1,0,0, 
161,641,1,0,1,0,0,0,0,0,0,1,641,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,766,1,0,1,1,1,1,1,1,1,0, 
162,641,1,0,1,0,0,0,0,0,0,1,641,1,0,1,0,0,0,0,0,0,1,129,1,0,0,0,0,0,0,1,768,1,1,0,0,0,0,0,0,0,0, 
163,642,1,0,1,0,0,0,0,0,1,0,642,1,0,1,0,0,0,0,0,1,0,129,1,0,0,0,0,0,0,1,768,1,1,0,0,0,0,0,0,0,0, 
164,643,1,0,1,0,0,0,0,0,1,1,643,1,0,1,0,0,0,0,0,1,1,65,0,1,0,0,0,0,0,1,770,1,1,0,0,0,0,0,0,1,0, 
165,643,1,0,1,0,0,0,0,0,1,1,643,1,0,1,0,0,0,0,0,1,1,193,1,1,0,0,0,0,0,1,770,1,1,0,0,0,0,0,0,1,0, 
166,644,1,0,1,0,0,0,0,1,0,0,644,1,0,1,0,0,0,0,1,0,0,193,1,1,0,0,0,0,0,1,772,1,1,0,0,0,0,0,1,0,0, 
167,644,1,0,1,0,0,0,0,1,0,0,644,1,0,1,0,0,0,0,1,0,0,33,0,0,1,0,0,0,0,1,774,1,1,0,0,0,0,0,1,1,0, 
168,645,1,0,1,0,0,0,0,1,0,1,645,1,0,1,0,0,0,0,1,0,1,33,0,0,1,0,0,0,0,1,774,1,1,0,0,0,0,0,1,1,0, 
169,646,1,0,1,0,0,0,0,1,1,0,646,1,0,1,0,0,0,0,1,1,0,161,1,0,1,0,0,0,0,1,776,1,1,0,0,0,0,1,0,0,0, 
170,646,1,0,1,0,0,0,0,1,1,0,646,1,0,1,0,0,0,0,1,1,0,97,0,1,1,0,0,0,0,1,776,1,1,0,0,0,0,1,0,0,0, 
171,647,1,0,1,0,0,0,0,1,1,1,647,1,0,1,0,0,0,0,1,1,1,97,0,1,1,0,0,0,0,1,778,1,1,0,0,0,0,1,0,1,0, 
172,648,1,0,1,0,0,0,1,0,0,0,648,1,0,1,0,0,0,1,0,0,0,225,1,1,1,0,0,0,0,1,780,1,1,0,0,0,0,1,1,0,0, 
173,648,1,0,1,0,0,0,1,0,0,0,648,1,0,1,0,0,0,1,0,0,0,17,0,0,0,1,0,0,0,1,780,1,1,0,0,0,0,1,1,0,0, 
174,649,1,0,1,0,0,0,1,0,0,1,649,1,0,1,0,0,0,1,0,0,1,17,0,0,0,1,0,0,0,1,782,1,1,0,0,0,0,1,1,1,0, 
175,649,1,0,1,0,0,0,1,0,0,1,649,1,0,1,0,0,0,1,0,0,1,145,1,0,0,1,0,0,0,1,784,1,1,0,0,0,1,0,0,0,0, 
176,650,1,0,1,0,0,0,1,0,1,0,650,1,0,1,0,0,0,1,0,1,0,145,1,0,0,1,0,0,0,1,784,1,1,0,0,0,1,0,0,0,0, 
177,651,1,0,1,0,0,0,1,0,1,1,651,1,0,1,0,0,0,1,0,1,1,81,0,1,0,1,0,0,0,1,786,1,1,0,0,0,1,0,0,1,0, 
178,651,1,0,1,0,0,0,1,0,1,1,651,1,0,1,0,0,0,1,0,1,1,209,1,1,0,1,0,0,0,1,786,1,1,0,0,0,1,0,0,1,0, 
179,652,1,0,1,0,0,0,1,1,0,0,652,1,0,1,0,0,0,1,1,0,0,209,1,1,0,1,0,0,0,1,788,1,1,0,0,0,1,0,1,0,0, 
180,652,1,0,1,0,0,0,1,1,0,0,652,1,0,1,0,0,0,1,1,0,0,49,0,0,1,1,0,0,0,1,790,1,1,0,0,0,1,0,1,1,0, 
181,653,1,0,1,0,0,0,1,1,0,1,653,1,0,1,0,0,0,1,1,0,1,49,0,0,1,1,0,0,0,1,790,1,1,0,0,0,1,0,1,1,0, 
182,654,1,0,1,0,0,0,1,1,1,0,654,1,0,1,0,0,0,1,1,1,0,177,1,0,1,1,0,0,0,1,792,1,1,0,0,0,1,1,0,0,0, 
183,654,1,0,1,0,0,0,1,1,1,0,654,1,0,1,0,0,0,1,1,1,0,113,0,1,1,1,0,0,0,1,792,1,1,0,0,0,1,1,0,0,0, 
184,655,1,0,1,0,0,0,1,1,1,1,655,1,0,1,0,0,0,1,1,1,1,113,0,1,1,1,0,0,0,1,794,1,1,0,0,0,1,1,0,1,0, 
185,655,1,0,1,0,0,0,1,1,1,1,655,1,0,1,0,0,0,1,1,1,1,241,1,1,1,1,0,0,0,1,796,1,1,0,0,0,1,1,1,0,0, 
186,656,1,0,1,0,0,1,0,0,0,0,656,1,0,1,0,0,1,0,0,0,0,241,1,1,1,1,0,0,0,1,796,1,1,0,0,0,1,1,1,0,0, 
187,657,1,0,1,0,0,1,0,0,0,1,657,1,0,1,0,0,1,0,0,0,1,9,0,0,0,0,1,0,0,1,798,1,1,0,0,0,1,1,1,1,0, 
188,657,1,0,1,0,0,1,0,0,0,1,657,1,0,1,0,0,1,0,0,0,1,137,1,0,0,0,1,0,0,1,798,1,1,0,0,0,1,1,1,1,0, 
189,658,1,0,1,0,0,1,0,0,1,0,658,1,0,1,0,0,1,0,0,1,0,137,1,0,0,0,1,0,0,1,800,1,1,0,0,1,0,0,0,0,0, 
190,659,1,0,1,0,0,1,0,0,1,1,659,1,0,1,0,0,1,0,0,1,1,73,0,1,0,0,1,0,0,1,802,1,1,0,0,1,0,0,0,1,0, 
191,659,1,0,1,0,0,1,0,0,1,1,659,1,0,1,0,0,1,0,0,1,1,201,1,1,0,0,1,0,0,1,802,1,1,0,0,1,0,0,0,1,0, 
192,660,1,0,1,0,0,1,0,1,0,0,660,1,0,1,0,0,1,0,1,0,0,201,1,1,0,0,1,0,0,1,804,1,1,0,0,1,0,0,1,0,0, 
193,660,1,0,1,0,0,1,0,1,0,0,660,1,0,1,0,0,1,0,1,0,0,41,0,0,1,0,1,0,0,1,806,1,1,0,0,1,0,0,1,1,0, 
194,661,1,0,1,0,0,1,0,1,0,1,661,1,0,1,0,0,1,0,1,0,1,41,0,0,1,0,1,0,0,1,806,1,1,0,0,1,0,0,1,1,0, 
195,662,1,0,1,0,0,1,0,1,1,0,662,1,0,1,0,0,1,0,1,1,0,169,1,0,1,0,1,0,0,1,808,1,1,0,0,1,0,1,0,0,0, 
196,662,1,0,1,0,0,1,0,1,1,0,662,1,0,1,0,0,1,0,1,1,0,105,0,1,1,0,1,0,0,1,808,1,1,0,0,1,0,1,0,0,0, 
197,663,1,0,1,0,0,1,0,1,1,1,663,1,0,1,0,0,1,0,1,1,1,105,0,1,1,0,1,0,0,1,810,1,1,0,0,1,0,1,0,1,0, 
198,663,1,0,1,0,0,1,0,1,1,1,663,1,0,1,0,0,1,0,1,1,1,233,1,1,1,0,1,0,0,1,812,1,1,0,0,1,0,1,1,0,0, 
199,664,1,0,1,0,0,1,1,0,0,0,664,1,0,1,0,0,1,1,0,0,0,233,1,1,1,0,1,0,0,1,812,1,1,0,0,1,0,1,1,0,0, 
200,665,1,0,1,0,0,1,1,0,0,1,665,1,0,1,0,0,1,1,0,0,1,25,0,0,0,1,1,0,0,1,814,1,1,0,0,1,0,1,1,1,0, 
201,665,1,0,1,0,0,1,1,0,0,1,665,1,0,1,0,0,1,1,0,0,1,153,1,0,0,1,1,0,0,1,814,1,1,0,0,1,0,1,1,1,0, 
202,666,1,0,1,0,0,1,1,0,1,0,666,1,0,1,0,0,1,1,0,1,0,153,1,0,0,1,1,0,0,1,816,1,1,0,0,1,1,0,0,0,0, 
203,667,1,0,1,0,0,1,1,0,1,1,667,1,0,1,0,0,1,1,0,1,1,89,0,1,0,1,1,0,0,1,818,1,1,0,0,1,1,0,0,1,0, 
204,667,1,0,1,0,0,1,1,0,1,1,667,1,0,1,0,0,1,1,0,1,1,217,1,1,0,1,1,0,0,1,818,1,1,0,0,1,1,0,0,1,0, 
205,668,1,0,1,0,0,1,1,1,0,0,668,1,0,1,0,0,1,1,1,0,0,217,1,1,0,1,1,0,0,1,820,1,1,0,0,1,1,0,1,0,0, 
206,668,1,0,1,0,0,1,1,1,0,0,668,1,0,1,0,0,1,1,1,0,0,57,0,0,1,1,1,0,0,1,822,1,1,0,0,1,1,0,1,1,0, 
207,669,1,0,1,0,0,1,1,1,0,1,669,1,0,1,0,0,1,1,1,0,1,57,0,0,1,1,1,0,0,1,822,1,1,0,0,1,1,0,1,1,0, 
208,670,1,0,1,0,0,1,1,1,1,0,670,1,0,1,0,0,1,1,1,1,0,185,1,0,1,1,1,0,0,1,824,1,1,0,0,1,1,1,0,0,0, 
209,670,1,0,1,0,0,1,1,1,1,0,670,1,0,1,0,0,1,1,1,1,0,121,0,1,1,1,1,0,0,1,824,1,1,0,0,1,1,1,0,0,0, 
210,671,1,0,1,0,0,1,1,1,1,1,671,1,0,1,0,0,1,1,1,1,1,121,0,1,1,1,1,0,0,1,826,1,1,0,0,1,1,1,0,1,0, 
211,671,1,0,1,0,0,1,1,1,1,1,671,1,0,1,0,0,1,1,1,1,1,249,1,1,1,1,1,0,0,1,828,1,1,0,0,1,1,1,1,0,0, 
212,672,1,0,1,0,1,0,0,0,0,0,672,1,0,1,0,1,0,0,0,0,0,249,1,1,1,1,1,0,0,1,828,1,1,0,0,1,1,1,1,0,0, 
213,673,1,0,1,0,1,0,0,0,0,1,673,1,0,1,0,1,0,0,0,0,1,5,0,0,0,0,0,1,0,1,830,1,1,0,0,1,1,1,1,1,0, 
214,673,1,0,1,0,1,0,0,0,0,1,673,1,0,1,0,1,0,0,0,0,1,133,1,0,0,0,0,1,0,1,830,1,1,0,0,1,1,1,1,1,0, 
215,674,1,0,1,0,1,0,0,0,1,0,674,1,0,1,0,1,0,0,0,1,0,133,1,0,0,0,0,1,0,1,832,1,1,0,1,0,0,0,0,0,0, 
216,675,1,0,1,0,1,0,0,0,1,1,675,1,0,1,0,1,0,0,0,1,1,69,0,1,0,0,0,1,0,1,834,1,1,0,1,0,0,0,0,1,0, 
217,675,1,0,1,0,1,0,0,0,1,1,675,1,0,1,0,1,0,0,0,1,1,197,1,1,0,0,0,1,0,1,834,1,1,0,1,0,0,0,0,1,0, 
218,676,1,0,1,0,1,0,0,1,0,0,676,1,0,1,0,1,0,0,1,0,0,197,1,1,0,0,0,1,0,1,836,1,1,0,1,0,0,0,1,0,0, 
219,676,1,0,1,0,1,0,0,1,0,0,676,1,0,1,0,1,0,0,1,0,0,37,0,0,1,0,0,1,0,1,838,1,1,0,1,0,0,0,1,1,0, 
220,677,1,0,1,0,1,0,0,1,0,1,677,1,0,1,0,1,0,0,1,0,1,37,0,0,1,0,0,1,0,1,838,1,1,0,1,0,0,0,1,1,0, 
221,678,1,0,1,0,1,0,0,1,1,0,678,1,0,1,0,1,0,0,1,1,0,165,1,0,1,0,0,1,0,1,840,1,1,0,1,0,0,1,0,0,0, 
222,678,1,0,1,0,1,0,0,1,1,0,678,1,0,1,0,1,0,0,1,1,0,101,0,1,1,0,0,1,0,1,840,1,1,0,1,0,0,1,0,0,0, 
223,679,1,0,1,0,1,0,0,1,1,1,679,1,0,1,0,1,0,0,1,1,1,101,0,1,1,0,0,1,0,1,842,1,1,0,1,0,0,1,0,1,0, 
224,679,1,0,1,0,1,0,0,1,1,1,679,1,0,1,0,1,0,0,1,1,1,229,1,1,1,0,0,1,0,1,844,1,1,0,1,0,0,1,1,0,0, 
225,680,1,0,1,0,1,0,1,0,0,0,680,1,0,1,0,1,0,1,0,0,0,229,1,1,1,0,0,1,0,1,844,1,1,0,1,0,0,1,1,0,0, 
226,681,1,0,1,0,1,0,1,0,0,1,681,1,0,1,0,1,0,1,0,0,1,21,0,0,0,1,0,1,0,1,846,1,1,0,1,0,0,1,1,1,0, 
227,681,1,0,1,0,1,0,1,0,0,1,681,1,0,1,0,1,0,1,0,0,1,149,1,0,0,1,0,1,0,1,846,1,1,0,1,0,0,1,1,1,0, 
228,682,1,0,1,0,1,0,1,0,1,0,682,1,0,1,0,1,0,1,0,1,0,149,1,0,0,1,0,1,0,1,848,1,1,0,1,0,1,0,0,0,0, 
229,683,1,0,1,0,1,0,1,0,1,1,683,1,0,1,0,1,0,1,0,1,1,85,0,1,0,1,0,1,0,1,850,1,1,0,1,0,1,0,0,1,0, 
230,683,1,0,1,0,1,0,1,0,1,1,683,1,0,1,0,1,0,1,0,1,1,213,1,1,0,1,0,1,0,1,850,1,1,0,1,0,1,0,0,1,0, 
231,684,1,0,1,0,1,0,1,1,0,0,684,1,0,1,0,1,0,1,1,0,0,213,1,1,0,1,0,1,0,1,852,1,1,0,1,0,1,0,1,0,0, 
232,684,1,0,1,0,1,0,1,1,0,0,684,1,0,1,0,1,0,1,1,0,0,53,0,0,1,1,0,1,0,1,854,1,1,0,1,0,1,0,1,1,0, 
233,685,1,0,1,0,1,0,1,1,0,1,685,1,0,1,0,1,0,1,1,0,1,53,0,0,1,1,0,1,0,1,854,1,1,0,1,0,1,0,1,1,0, 
234,686,1,0,1,0,1,0,1,1,1,0,686,1,0,1,0,1,0,1,1,1,0,181,1,0,1,1,0,1,0,1,856,1,1,0,1,0,1,1,0,0,0, 
235,686,1,0,1,0,1,0,1,1,1,0,686,1,0,1,0,1,0,1,1,1,0,117,0,1,1,1,0,1,0,1,856,1,1,0,1,0,1,1,0,0,0, 
236,687,1,0,1,0,1,0,1,1,1,1,687,1,0,1,0,1,0,1,1,1,1,117,0,1,1,1,0,1,0,1,858,1,1,0,1,0,1,1,0,1,0, 
237,687,1,0,1,0,1,0,1,1,1,1,687,1,0,1,0,1,0,1,1,1,1,245,1,1,1,1,0,1,0,1,860,1,1,0,1,0,1,1,1,0,0, 
238,688,1,0,1,0,1,1,0,0,0,0,688,1,0,1,0,1,1,0,0,0,0,245,1,1,1,1,0,1,0,1,860,1,1,0,1,0,1,1,1,0,0, 
239,689,1,0,1,0,1,1,0,0,0,1,689,1,0,1,0,1,1,0,0,0,1,13,0,0,0,0,1,1,0,1,862,1,1,0,1,0,1,1,1,1,0, 
240,689,1,0,1,0,1,1,0,0,0,1,689,1,0,1,0,1,1,0,0,0,1,141,1,0,0,0,1,1,0,1,862,1,1,0,1,0,1,1,1,1,0, 
241,690,1,0,1,0,1,1,0,0,1,0,690,1,0,1,0,1,1,0,0,1,0,141,1,0,0,0,1,1,0,1,864,1,1,0,1,1,0,0,0,0,0, 
242,691,1,0,1,0,1,1,0,0,1,1,691,1,0,1,0,1,1,0,0,1,1,77,0,1,0,0,1,1,0,1,866,1,1,0,1,1,0,0,0,1,0, 
243,691,1,0,1,0,1,1,0,0,1,1,691,1,0,1,0,1,1,0,0,1,1,205,1,1,0,0,1,1,0,1,866,1,1,0,1,1,0,0,0,1,0, 
244,692,1,0,1,0,1,1,0,1,0,0,692,1,0,1,0,1,1,0,1,0,0,205,1,1,0,0,1,1,0,1,868,1,1,0,1,1,0,0,1,0,0, 
245,692,1,0,1,0,1,1,0,1,0,0,692,1,0,1,0,1,1,0,1,0,0,45,0,0,1,0,1,1,0,1,870,1,1,0,1,1,0,0,1,1,0, 
246,693,1,0,1,0,1,1,0,1,0,1,693,1,0,1,0,1,1,0,1,0,1,45,0,0,1,0,1,1,0,1,870,1,1,0,1,1,0,0,1,1,0, 
247,694,1,0,1,0,1,1,0,1,1,0,694,1,0,1,0,1,1,0,1,1,0,173,1,0,1,0,1,1,0,1,872,1,1,0,1,1,0,1,0,0,0, 
248,694,1,0,1,0,1,1,0,1,1,0,694,1,0,1,0,1,1,0,1,1,0,109,0,1,1,0,1,1,0,1,872,1,1,0,1,1,0,1,0,0,0, 
249,695,1,0,1,0,1,1,0,1,1,1,695,1,0,1,0,1,1,0,1,1,1,109,0,1,1,0,1,1,0,1,874,1,1,0,1,1,0,1,0,1,0, 
250,695,1,0,1,0,1,1,0,1,1,1,695,1,0,1,0,1,1,0,1,1,1,237,1,1,1,0,1,1,0,1,876,1,1,0,1,1,0,1,1,0,0, 
251,696,1,0,1,0,1,1,1,0,0,0,696,1,0,1,0,1,1,1,0,0,0,237,1,1,1,0,1,1,0,1,876,1,1,0,1,1,0,1,1,0,0, 
252,697,1,0,1,0,1,1,1,0,0,1,697,1,0,1,0,1,1,1,0,0,1,29,0,0,0,1,1,1,0,1,878,1,1,0,1,1,0,1,1,1,0, 
253,697,1,0,1,0,1,1,1,0,0,1,697,1,0,1,0,1,1,1,0,0,1,157,1,0,0,1,1,1,0,1,878,1,1,0,1,1,0,1,1,1,0, 
254,698,1,0,1,0,1,1,1,0,1,0,698,1,0,1,0,1,1,1,0,1,0,157,1,0,0,1,1,1,0,1,880,1,1,0,1,1,1,0,0,0,0, 
255,699,1,0,1,0,1,1,1,0,1,1,699,1,0,1,0,1,1,1,0,1,1,93,0,1,0,1,1,1,0,1,882,1,1,0,1,1,1,0,0,1,0, 
256,699,1,0,1,0,1,1,1,0,1,1,699,1,0,1,0,1,1,1,0,1,1,221,1,1,0,1,1,1,0,1,882,1,1,0,1,1,1,0,0,1,0, 
257,700,1,0,1,0,1,1,1,1,0,0,700,1,0,1,0,1,1,1,1,0,0,221,1,1,0,1,1,1,0,1,884,1,1,0,1,1,1,0,1,0,0, 
258,700,1,0,1,0,1,1,1,1,0,0,700,1,0,1,0,1,1,1,1,0,0,61,0,0,1,1,1,1,0,1,886,1,1,0,1,1,1,0,1,1,0, 
259,701,1,0,1,0,1,1,1,1,0,1,701,1,0,1,0,1,1,1,1,0,1,61,0,0,1,1,1,1,0,1,886,1,1,0,1,1,1,0,1,1,0, 
260,702,1,0,1,0,1,1,1,1,1,0,702,1,0,1,0,1,1,1,1,1,0,189,1,0,1,1,1,1,0,1,888,1,1,0,1,1,1,1,0,0,0, 
261,702,1,0,1,0,1,1,1,1,1,0,702,1,0,1,0,1,1,1,1,1,0,125,0,1,1,1,1,1,0,1,888,1,1,0,1,1,1,1,0,0,0, 
262,703,1,0,1,0,1,1,1,1,1,1,703,1,0,1,0,1,1,1,1,1,1,125,0,1,1,1,1,1,0,1,890,1,1,0,1,1,1,1,0,1,0, 
263,703,1,0,1,0,1,1,1,1,1,1,703,1,0,1,0,1,1,1,1,1,1,253,1,1,1,1,1,1,0,1,892,1,1,0,1,1,1,1,1,0,0, 
264,704,1,0,1,1,0,0,0,0,0,0,704,1,0,1,1,0,0,0,0,0,0,253,1,1,1,1,1,1,0,1,892,1,1,0,1,1,1,1,1,0,0, 
265,705,1,0,1,1,0,0,0,0,0,1,705,1,0,1,1,0,0,0,0,0,1,3,0,0,0,0,0,0,1,1,894,1,1,0,1,1,1,1,1,1,0, 
