Groups:
GPIO_[13..4] =, GPIO_[13], GPIO_[12], GPIO_[11], GPIO_[10], GPIO_[9], GPIO_[8], GPIO_[7], GPIO_[6], GPIO_[5], GPIO_[4],  unsigned decimal

Data:
time unit: ms, GPIO_[13..4], GPIO_[13], GPIO_[12], GPIO_[11], GPIO_[10], GPIO_[9], GPIO_[8], GPIO_[7], GPIO_[6], GPIO_[5], GPIO_[4], 
0, X, X, X, X, X, X, X, X, X, X, X, 
238, 984, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 
239, 985, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 
240, 986, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 
241, 988, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 
242, 989, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 
243, 990, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 
244, 990, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 
245, 991, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 
246, 992, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 
247, 993, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 
248, 994, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 
249, 994, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 
250, 995, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 
251, 996, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 
252, 997, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 
253, 998, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 
254, 999, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 
255, 999, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 
256, 1000, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 
257, 1001, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 
258, 1002, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 
259, 1003, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 
260, 1003, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 
261, 1004, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 
262, 1004, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 
263, 1005, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 
264, 1006, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 
265, 1007, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 
266, 1007, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 
267, 1008, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 
268, 1008, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 
269, 1009, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 
270, 1010, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 
271, 1010, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 
272, 1011, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 
273, 1011, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 
274, 1012, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 
275, 1012, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 
276, 1013, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 
277, 1013, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 
278, 1014, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 
279, 1014, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 
280, 1015, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 
281, 1015, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 
282, 1016, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 
283, 1016, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 
284, 1016, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 
285, 1017, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 
286, 1017, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 
287, 1018, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 
